"ASV","group"
"02237fa26620ef3e11aff15338ce1715","Shared"
"0224df8778f672e7edbb8552b0ceae49","Others"
"022674543a571d5e2b13a38a5ff0b8c4","Cryosphere"
"022ab97aa05e9920ae1163b1b424f243","Others"
"0236d83b5659cd340e545b548078c937","Others"
"02370b5770244b557cbdd1f107363809","Cryosphere"
"02390f1222eac27d579cf400a2795724","Others"
"0239b90240acf3f8c3621c3419806b95","Cryosphere"
"023c0bd8fd8f78114bc8a6be25192120","Others"
"02407862b3bd4d7c1fb61fab531ed40b","Others"
"0251ed32bc6a8a2062a8ea4c389a188d","Others"
"0253b00e087440a6a512a2839001cf93","Others"
"0257e7eb0afe7ea31fc8a53b46d1a74c","Others"
"025ad5fd0bd7ae76334edfadb1f9a8bd","Cryosphere"
"025ca06c076535a83b54270463fc6ade","Others"
"025e983ff5d84f84c4254e3056c108ff","Others"
"0269c2435d9bf4f218d7f42c44218679","Others"
"026cb5cb66c7a52c535bb9843818de84","Others"
"027746fd811e538a03e723429a8feba0","Others"
"0278df6b331d256b71fe04de0b36098c","Others"
"027b1b458387bf8f91ff5f55ed0beec0","Cryosphere"
"027c2ad56d7e2e1874c1b43d7334e4c0","Others"
"02818be118577adff38762b46a4b13c5","Cryosphere"
"0284099025fbc612a1e31d8da8a1e4a5","Others"
"028d86cbe42d3e317a4a128c5c01b8c8","Cryosphere"
"028fedd221ba0d55a27b0752d91e308f","Cryosphere"
"029ae8582ae0b3371f3e26020b7f13fb","Others"
"029b90916ddb412b1f0000ea52cbe9dc","Others"
"029d54e9159635560743ccf29c06c8bb","Others"
"02a021a4a33ccd51f4b020422088397b","Others"
"02a1a6ab0a2c1a7e849f41e10a1b93f3","Others"
"02a5f8faf7f8fb8d88851118dcd7ee27","Others"
"02aacd0c64c3aea51a88b6b7a1915235","Cryosphere"
"02ac4f49f8601241172944d537c2f0aa","Others"
"02b4a5e7c21e541e01f6709e249b4fd6","Others"
"02b56366519cb4260f3bdb4f17bf906b","Cryosphere"
"02ba54950f72ca02c8b7bd6e3c17d065","Others"
"02bd1cee5b967b9ca00b59da7eb54179","Others"
"02ce156618816431c2401d3a85890ebc","Cryosphere"
"02cf87ba82296021b5ffd456d8df584e","Others"
"02cf91484a10c0e84b44fb901e9fa842","Others"
"02d17606ab1ebb56197fb45c0fe16eca","Cryosphere"
"02d22cf5cd8f11940eceb737041f682c","Others"
"02d2739f84add82e791fa9705d60a8c2","Others"
"02d35fefd6a818592cea3ba4997d5f95","Cryosphere"
"02d85cdc75556c08da9d63e19d62c594","Cryosphere"
"02dbd17727d2ff9e25cff27ea387a57f","Cryosphere"
"02de0e3498997b21c64fa8c111c40519","Others"
"02e26ddf7eb5f86402678d1f0db45d65","Cryosphere"
"02e5bb2ce4a9706e90d420eb92c294f1","Cryosphere"
"02ea5ec82f19361c276c9ce80973dd58","Others"
"02eb6bc8f35903425cde5197428f4893","Others"
"02f1f2d8489d9d3b472b080520d138c3","Cryosphere"
"02f2f48be2f1993f341cd6d3b0d3052e","Others"
"02f3a0a10793416e0bbfff23ebd9f930","Others"
"02f7173b32acefb2f65efd0b660300dd","Others"
"02f82bb88344c5fb87296f884e5e1b74","Others"
"02fcece7878eae70857bc28dfa512939","Others"
"02ffae213c728b2f7de9db347c846952","Others"
"02ffdd654467c9b5b5e2ca4f27713cd8","Others"
"0311337a2d5e21b22e8e1543770fb3b4","Others"
"031a6a8119d7f02ab77c7246f097ab59","Others"
"031a791a41432bc284f70140fce37f55","Others"
"031c12859f9c75396b1c7d7d0ac3a424","Others"
"031fea38c3fcce6bf5712a55bbe57aeb","Others"
"0320a16a0c0726e20535043a43e3dcca","Others"
"0324ece9ebde37fa633f73be2da92e81","Others"
"032b2543b5b64facae36d5ceca30b4c4","Cryosphere"
"032db30298af7512e52a911a8db8ed31","Others"
"032fc8788f5758610cf6a80654affa18","Others"
"03366b3614249d5d51dac60337a824d4","Cryosphere"
"03389ae3830302917ed0a8454e76c283","Cryosphere"
"033a5b628007f4ccecd8b7c1f6510367","Others"
"033eb4fca4801f44a7b16ce7859ca9bc","Cryosphere"
"034538e83ad6ec052f333d0293ef9b61","Others"
"03459a3ee8c3a8bf82e68860c047c85f","Others"
"0346eb3762ba4b892e8a066918302497","Cryosphere"
"0347c1979b4954eaddb45b3b772d2617","Others"
"034b4a698276a845cb288b79180e8dd7","Others"
"034c1f346d266e06393df04e4a4fc745","Others"
"034ceb743b06e2a960bce6d514acc90d","Others"
"034d624dd5840a8795aa9a27a1140fdb","Cryosphere"
"034e4b10b05b7dd6c8dc38b7d1167658","Others"
"0357044292a28944f96f6436a2092c6c","Others"
"03572ff445e5e008bc225991c5cb5b78","Others"
"0360095fad17ee43736b6eae11f79db0","Cryosphere"
"036ecb1620a52783f744cfc141cfdb0c","Others"
"036efa1f6f4da3c7be715a9dba6ab10e","Cryosphere"
"0371ab5f211a035cde8caa1a9bd23440","Cryosphere"
"03757cab4f3e7a2a4829ff6391b7acce","Shared"
"0378afbc99ec38b6e32fc6f0dbdda1c8","Cryosphere"
"037a4d9d6428b2e64cc387504d91d4b6","Cryosphere"
"037d9726c2257ae1ab9e2d00a373b83e","Others"
"037e1522d6c7ad9e56cd6a3b7b0ecdf2","Others"
"037fd490ec79cafa1eddb1ef0c3210bd","Others"
"03813e22f91e0506dff967f3ee324af7","Others"
"03855b060c8c261dbd5aaa9276fe0f81","Others"
"03937371a22fd935e2e033ff0e54cc28","Others"
"0396f6a122441d3b4cae2648f10359bc","Cryosphere"
"03992bb8d97d01162169294e8075b494","Others"
"03998fa56af6b26e69a699176f619b50","Others"
"03a53eb2b7a180c57bc02608e068cec3","Others"
"03a8d2cda2013690482cf922f17e2693","Others"
"03ae6071368d4702855bc77f282873b6","Others"
"03af2a4aba4ac53ed2d425df977c2411","Others"
"03b43ed457ee2f14b5b59a4c0b773435","Others"
"03b89f15680fb52efad3de9bed5335b8","Cryosphere"
"03bd10a4f70d23e764bd6d37fd1052e2","Cryosphere"
"03bee30ca5300227b9c57a38cc0ab5c6","Others"
"03c04aa2fc00d356f0832af521fba22b","Others"
"03c285f30cd44bd29d02292c1202845b","Others"
"03c36789815bb2b0dc12d6d10865cea7","Cryosphere"
"03c4876e0ea97e7c78db46fc264bf662","Others"
"03c5efd30044c7dcd572672d12f42fc7","Cryosphere"
"03c6a66f00e60895e1e973f4b8ed4d4d","Others"
"03cda85e5c22e7cd839d57c1742d87a4","Others"
"03d1bdc7d32eaf6858477265de59e3d5","Others"
"03d65b23d85da3d6d7f13f8c13efebfe","Others"
"03dcafd53876ec00d78297893217f27a","Others"
"03e27df49da7d5893ec634ef62072622","Others"
"03e81b3290ea1968da366c9f6ee7a9fa","Cryosphere"
"03ec97be3aae19d76aacdff65f5c431b","Others"
"03ee034723d34fea028dcc2525543ff0","Others"
"03f4a3dd0ace14f2691e01d462475468","Others"
"03fb09d912a37a64550293440f043c38","Others"
"03fdc2571f5b18b36cf98227852236a0","Others"
"04008ef90e09480e724eb0366f600731","Others"
"040175814336a13cc8fa703276f02244","Others"
"04034cf4e199546e155976892b7d8994","Cryosphere"
"04072d5d0e6e144253002c38ba51abae","Others"
"0407bca11314c26c54f0fee79ffd1220","Others"
"040fe190f7d9ed083a6ab3df2487ed7d","Others"
"04148d1ced1400cce3f976e7891848ed","Others"
"04175f386c14319829ffb23d5c188b2a","Others"
"04181ad3b93e3d7ed011732ead349445","Others"
"0418ab1eba2d4967b629b1d782863c9b","Others"
"041a4698d090153b340e055f6d9e53d5","Others"
"041cb53a622e4168403042d179dae5ab","Others"
"041d765119954341387286876c83e728","Others"
"041ff3f475b58bb4f640b071e55ff6bb","Others"
"04205453a6a41f78cdd919c80db92153","Cryosphere"
"0422dd0e0548317fce14b5f2323fcccb","Cryosphere"
"043514deee14d8cc0268a2a27d88fb2e","Others"
"0436184cb8659ee8c02f38d9c896c660","Cryosphere"
"0441ead4f862c5bede122b6d42f76904","Cryosphere"
"044619de2a08ea1d057fa39e1855f0c4","Others"
"04492bf8a9404e0d9b91f7dee1e3d8e6","Others"
"0449500f1ef3c3f9d68bf50e9fdcde7b","Shared"
"0449639875261421dbbbe2dd762eafb4","Others"
"044a353930f270baa3a012f966aaf9e4","Others"
"044b042fe5ceb6cbf89632533e386b43","Others"
"044b40d55c989df297e52afdd58442b1","Others"
"044eea1a652366e26913eb3aefed0be1","Others"
"0453f624e6426a57241285752448f531","Cryosphere"
"0454089077d7884ec829cc4f8d038048","Cryosphere"
"0458c1dffb485c2724c2ad2e42e72d6a","Cryosphere"
"0458cc0d856f4609aae11758830726c7","Others"
"045b9d90da2fa9abd1becb639fe5de2e","Others"
"0462c213ad3edbe1d1f2efa96cb50409","Others"
"0464fab93c0bbb1a80cb0ee8a306a3a3","Others"
"04652ee726ee5ca897c7474763e76182","Others"
"0465615408c4b075d709607c7810fe25","Others"
"0469879fcc9ec9f791885258da9f2d85","Others"
"04735e9e0d4d66eb53a92a155c7baaa0","Cryosphere"
"0479d82a53d34d14a6db3d5604969f54","Cryosphere"
"047a6f0f32f71a6e833b4bfe79ebe030","Cryosphere"
"047c2f46b91f00da9bf4d86e233fe9bc","Cryosphere"
"047e17004ae119814c3fdf6472a2ed6b","Others"
"048248139938aad54c73f98a6bd6777a","Others"
"0482718bd8ea79123fdcc13760dc47b1","Others"
"0483ecb85ee8c1e920b3a3c0e643ea12","Others"
"0484e81ab3dbc0ccec1a09e60c0582ad","Cryosphere"
"048693c06ea8b50bd8716415791cd0af","Cryosphere"
"048a07733188e47539e19d6c066001e6","Cryosphere"
"048b1a084940b7cc42c2cac98f049a9c","Others"
"0490e98f84f9f6c2368a0aa6e5a1b63d","Cryosphere"
"04930db4375b5717bc8bd17db0477650","Others"
"0494efee19af46c6453ba4dbbc9c2961","Cryosphere"
"0495bed808225e6569f414e5aac0b56b","Others"
"049b3ea628e0a12177985958d5656c7d","Cryosphere"
"04a410e6212036ab3d0fa2ba187cac33","Cryosphere"
"04a7567677a5d3cbeafda0e19d6c1057","Others"
"04a785f9654d01a7c7eb62a2f08b576e","Cryosphere"
"04a965e06044698fffcafb50bfa49bc6","Others"
"04ac6cc3213609b624ccf9740e0fd4dc","Cryosphere"
"04b2ab4fa624c875db685dafda7b6831","Others"
"04b3d2aa98059ada6182a23d0894a959","Others"
"04b564861053a3046a34e6e0e6b4a4d5","Others"
"04bda4431ee617c66b4ee5599627561b","Others"
"04bfa26b3209850428c4ae09b1d4f4b8","Others"
"04c04bdf069cfc61900cae6b51f3b543","Others"
"04d117044815bbcbe1b4dce5b7ff30d5","Cryosphere"
"04d150c65c1ec22bb10c910ceb61c4bd","Others"
"04d1c898b01bc101089b99d32abd5ac7","Others"
"04d58f1772f75f8401021d3b12933894","Cryosphere"
"04d64c288363f42697de77ffc6911f40","Cryosphere"
"04e653cb89f9f7b47999aa59b5ad6824","Others"
"04e98815056a11f4f6f28c9ffb4205c9","Cryosphere"
"04ea7276df9ff6550844f09efeeccb99","Others"
"04ecfad5772d2e09a84a0f5ef460536c","Shared"
"04ee88cc4209442da0ec263df6694641","Cryosphere"
"04f044f7e16c057c70e40a52b4d848aa","Cryosphere"
"04f12713590929f2b95ef147e154e791","Cryosphere"
"04f310fc842557c412c7086f900fba59","Others"
"04fa0b7f333246abca4246ac655b046c","Others"
"04ff4b3cbae036284bfd2a30ee442ea5","Others"
"0502f06cf3719ac12324c4bb583fafc4","Others"
"05042aedccf29e93db791041fe5415c8","Others"
"0505c17161d2e2018a08b18406093bdd","Others"
"050a175ceb480e838ff36e57fbddc5c0","Others"
"050b4bac69897377b343771b41c8d813","Others"
"050c3969111f7d868ce47e893f669c0e","Others"
"0510798eed222df8d1a795f8cd62b19c","Others"
"0516e1ec371d453acd61e6a20f319f40","Others"
"051a2e53383a32608dceab79ade9dbc8","Others"
"05229c2abe72d9349b7840e06c51a376","Others"
"0522da67484ee2469c371969b9646f44","Others"
"05238e954fd3855a77629d65d15d35b1","Cryosphere"
"05257e463c3fa4aea679c6eda0a1a761","Others"
"052da4ce48361de5ba42e81b897c89de","Others"
"052ed87a5bce8789c20b59effda065d6","Others"
"053449f1d7f53b145267520f62c0f374","Others"
"0537a3452f85e47c5da2d49b9f76586d","Others"
"053a694e66e853ad7f5084d2f39adcda","Others"
"053b2176bf45015fdd6cc7ba9648a0b1","Cryosphere"
"053b74395d0b5f8fcafc664101fac2eb","Others"
"053e6e0fd5eac72dabb68c0bf140c673","Others"
"05478febcc1aeb459c26ba52ef1c79db","Others"
"0549640f80afc02d3f5453c94f60a627","Others"
"05499d2e3d0f83db45c19b25402b2cc2","Shared"
"0553628b46bb4e50fbb0d807d159ea66","Cryosphere"
"05551f43e8829f59dd1bc523355ece3a","Others"
"05558cbda14c8875bc5f3622b1343fde","Others"
"055a2ec73903989eebdccee8c4eea3b0","Others"
"055b24a8fe7d19c339268f5e3b344a85","Others"
"055e474b2b08a2f486744bc66cf5bffb","Cryosphere"
"05600c6340f8f7274046b94d6c66835d","Others"
"056453645ca06d793c8e26965d0a79cf","Cryosphere"
"056915d1058b68776f89d7ab9e64dd54","Others"
"056e245497134663bc20a8da59109b89","Others"
"05723ee679a4d118531a63395ca97358","Others"
"0578b5246647293be795375af133f44a","Cryosphere"
"057d39d4ad72c6d67993eb8d7a058b28","Others"
"057fc321eb6f469d580ba7f38ef6b1f7","Cryosphere"
"058018bcbcb94d9b0adb8430a8828018","Others"
"058b5294d59ec0341bbd13a4bc0757b5","Others"
"0590d029c03a532cfb8f9f1e5f66e345","Cryosphere"
"059ae37b07583781b2d4895f65cebdd5","Others"
"059c1857e7cedc46dc3e8a5aa18a205b","Others"
"059e5618dfb2e54c503eef45c4977c6b","Cryosphere"
"05a5b4d60056c90afd5ce86c3989ab80","Cryosphere"
"05a86502f7105d1183a83792167d9078","Others"
"05a9369ff83425c049eec93bf540b1ce","Others"
"05a9617cb207189880a9935ef9f98d53","Cryosphere"
"05c2b2b066445670e67b109b38a49613","Others"
"05d385f8260362e624138cae31e3f909","Others"
"05d8e9b34fa90855e622d826f8cb75c1","Cryosphere"
"05dcc7e2e5c42ec1f59e26f61d80e2ae","Cryosphere"
"05e93169ada0725f4715abb8fd99ad58","Others"
"05ec3b3455cb63e6868cac31873d1551","Others"
"05ec8dfb2b8db5e86a9df93d0f8dbbc2","Others"
"05ece816b6ee19c679d756e836fc2207","Others"
"05ed4483ca59ef4dc402de69b1918c3e","Others"
"05f327ab211d82a4996a29667b746a73","Others"
"05fa02154a74506873b616f70874ee95","Others"
"05fdb23311b1ebd42aae17448b82fea2","Cryosphere"
"05fdc750b1ecd086210b412234d02464","Cryosphere"
"060480ab886329da3f1ca479caa98897","Cryosphere"
"06057d5d8780ba2ad8d843a78daa7f20","Others"
"060c85b6de08cd7f30ab4b8586e69d65","Cryosphere"
"0611a2d0665b7f7950793ca35f2d3ef2","Others"
"0612345816ec5c9f9dbfe9846fa18645","Others"
"0617d722b5d4cd8defead26e0076a038","Others"
"061e0f1d0cd5af62cb1235f2c547720e","Others"
"0621b2a976475ab13e9da5db3fd02e6a","Cryosphere"
"06265ddeab9680f498e3acc01b4cfed2","Cryosphere"
"062694768406dddeb8fd7bfcc99a4bbd","Cryosphere"
"062f93ec50f43025a9a9c0c444eeed7f","Cryosphere"
"0631b896b4bfdf212134c4fdf8091279","Others"
"0633d1c127b0c9311834e2acc2a3c392","Others"
"063a8eb086a908d9f0a62202c85fbb4f","Others"
"0645cfdb2876f4a16825384541e05244","Others"
"0649da7b67156aed2b87a455e44c6a3c","Others"
"064a4664a94d77a052f01e71c94b9413","Others"
"064bb173c7c3ec6b8f3a9be73737a790","Others"
"06502695915a7dda60f2fdefb3ef6480","Others"
"0651ce746348a503f6992df7e5ed343b","Others"
"0653848e6f8e1544ca57de0f4ef72c73","Cryosphere"
"065568dd70661aa5f4b998e5d0db708b","Others"
"065afa112b1fbca0f7b4b124764d7f2d","Others"
"065d00f88bb0baf328dfce5742fe5b5f","Others"
"065eaead66c04d18072072b081712a56","Others"
"06627580b93fe21c3be07be28cf1d255","Others"
"066d7b58bae1d18ce08be040de43dca5","Others"
"0679e0f1d4428a3d179c0055655faf0e","Others"
"067b79147093318a8f63d2577971b1df","Others"
"067bd25527c616279896fc117e68027a","Others"
"0681e1fc3f1c53c7e7ff00a3e0a4d7d2","Others"
"0682457aee22cb0ba93f13cc5352acf5","Others"
"06831bbbe5bf37b9f8c78c3ba7280503","Cryosphere"
"06843a2f97e71ab6de6cc0c332ed3b99","Others"
"068a46820ed144098d601a715819405e","Cryosphere"
"068d94dcad3f1b96785b347644b09a38","Others"
"06960dbb69930012efcc36ae66178008","Others"
"069d1b96118fffae42ec65e4fe4735e5","Others"
"069f84d2fe7fb88832f2f859980dd4b1","Others"
"06aa1a2beccf5b830e93e21e4326b985","Others"
"06acc626f2e07260f4974e94a025a0f5","Cryosphere"
"06b63be93cd9bebb676faced383b3886","Cryosphere"
"06b7a25b41f2f21fcdedfe36ca6694a9","Others"
"06bbc58155f8502ae457274f4dfc04a5","Others"
"06bc33ad5e7c7ac466142941c1a93704","Others"
"06bd74feade5fa24d1e31080f4548cea","Cryosphere"
"06c3d5b6c41a5fd41f46a28c4a05018c","Cryosphere"
"06c3dcb2ef2727d350f125e9eb38f8a7","Cryosphere"
"06c4448129c76cdaa5f1ca2802589ad4","Others"
"06c836c1cabcf25638910d9de76576f6","Cryosphere"
"06cbe6736ac20baf5b93a6c7af492ba3","Others"
"06cc379193b8ad28762b01b6e4cb965a","Cryosphere"
"06d03b977ea8d1a4a55416656646a5ad","Cryosphere"
"06dc9319eb1711d831942a2378863520","Others"
"06e0f05e817c957435eb5e68e00ee39a","Others"
"06ef47703216c95d16626dda5d842d19","Others"
"06f22e4a9297516b39a9a0655b927f99","Others"
"06f543d6e6ed386220774552b9dbc0c9","Others"
"06f655740c49ed2ab863a6467fdbec31","Cryosphere"
"06f825b512d903b9230e1a55d87359ee","Others"
"06fd4e31a4504acdbe69ea4c3ab89ce6","Others"
"07006f38815a2a154d6a20b4aeb1f752","Others"
"07026020ddcab74f5317d872a383c922","Others"
"070292b13595effc5fdcd89396de55f2","Cryosphere"
"0702f49b32974d5f344abf31a8990e7d","Others"
"07061ccda07b2f0dca1b1790d49fe5e1","Others"
"070be9cb348296218adc3555d2d90f95","Others"
"070fc272903ae7ea02e3a26448029004","Others"
"07106aca80d0e4341da56ad13b674de5","Others"
"0713e1886ec859d0681563f94368dd6b","Others"
"071687699c162e4c476b5b806d41413e","Others"
"07188e7e0ceae95682b4c118d0432364","Others"
"0719f2731d86205bc9c3d0ba163a2f0d","Others"
"071e6b2f4022beb6f60e68dfa387b9cb","Others"
"071ee707a47c1cbb96d4af76c85e019a","Others"
"07212bf147d76da67285b9fa61fc2952","Others"
"072265844db08817adbc465bb4f543e9","Others"
"07271877197557141e8d8a58e9b52a47","Others"
"073070d0397c125f5087281951b924eb","Others"
"07374de5af9eedffe561ce4b371faaac","Cryosphere"
"073fbfb382b16da2b59bdfd9f250c1fc","Others"
"074138a81c9bb12a27956211a41c29a6","Others"
"07463856c0b5159d4fa6007712bf3e63","Others"
"074ad538dffa4089ab569cfc01f6e557","Others"
"074c6eb8ec32c0478610677cc63c39d4","Others"
"074cadb4210d4b130bc0323e2e780c84","Others"
"074e03382fab6ffdea4d2010864c7c75","Others"
"0752ec07205b32ef2e3a4ffea12bbb35","Cryosphere"
"07581834b06afb88460b3dcb96a07a9c","Others"
"0758df6c319c5f923933adfe219a2410","Others"
"075b0670d620171ad33b0b40cd712127","Cryosphere"
"075d2e24ce49ce490b6f6e9bd3963825","Others"
"076623b00150e428aba0369ee1fabcb5","Others"
"0766a62e57be0d621d98f55d751ee9e1","Others"
"076a7ae530dcaa6a38fe4fdd659cf64e","Others"
"077406cc65caa62c2a29843741e8333b","Cryosphere"
"077425ef4baa13dcd463284ea1dd7608","Others"
