	Study	Sample	Ecosystem	Habitat	Location	Date	Cryosphere	Latitude	Longitude
42	PRJEB23054	ERR2174340	Terrestrial	Permafrost	USA	03.08.15	Yes		
43	PRJEB23054	ERR2174341	Terrestrial	Permafrost	USA	03.08.15	Yes		
44	PRJEB23054	ERR2174342	Terrestrial	Permafrost	USA	03.08.15	Yes		
45	PRJEB23054	ERR2174343	Terrestrial	Permafrost	USA	03.08.15	Yes		
46	PRJEB23054	ERR2174344	Terrestrial	Permafrost	USA	03.08.15	Yes		
47	PRJEB23054	ERR2174345	Terrestrial	Permafrost	USA	03.08.15	Yes		
48	PRJEB23054	ERR2174346	Terrestrial	Permafrost	USA	03.08.15	Yes		
49	PRJEB23054	ERR2174347	Terrestrial	Permafrost	USA	03.08.15	Yes		
50	PRJEB23054	ERR2174348	Terrestrial	Permafrost	USA	03.08.15	Yes		
51	PRJEB23054	ERR2174349	Terrestrial	Permafrost	USA	03.08.15	Yes		
52	PRJEB23054	ERR2174350	Terrestrial	Permafrost	USA	03.08.15	Yes		
53	PRJEB23054	ERR2174351	Terrestrial	Permafrost	USA	03.08.15	Yes		
54	PRJEB23054	ERR2174352	Terrestrial	Permafrost	USA	03.08.15	Yes		
55	PRJEB23054	ERR2174353	Terrestrial	Permafrost	USA	03.08.15	Yes		
56	PRJEB23054	ERR2174354	Terrestrial	Permafrost	USA	03.08.15	Yes		
57	PRJEB23054	ERR2174355	Terrestrial	Permafrost	USA	03.08.15	Yes		
58	PRJEB23054	ERR2174356	Terrestrial	Permafrost	USA	03.08.15	Yes		
59	PRJEB23054	ERR2174357	Terrestrial	Permafrost	USA	03.08.15	Yes		
60	PRJEB23054	ERR2174358	Terrestrial	Permafrost	USA	03.08.15	Yes		
61	PRJEB23054	ERR2174359	Terrestrial	Permafrost	USA	03.08.15	Yes		
62	PRJEB23054	ERR2174360	Terrestrial	Permafrost	USA	03.08.15	Yes		
63	PRJEB23054	ERR2174361	Terrestrial	Permafrost	USA	03.08.15	Yes		
64	PRJEB23054	ERR2174362	Terrestrial	Permafrost	USA	03.08.15	Yes		
65	PRJEB23054	ERR2174363	Terrestrial	Permafrost	USA	03.08.15	Yes		
66	PRJEB23054	ERR2174364	Terrestrial	Permafrost	USA	03.08.15	Yes		
67	PRJEB23054	ERR2174365	Terrestrial	Permafrost	USA	03.08.15	Yes		
68	PRJEB23054	ERR2174366	Terrestrial	Permafrost	USA	03.08.15	Yes		
69	PRJEB23054	ERR2174367	Terrestrial	Permafrost	USA	03.08.15	Yes		
70	PRJEB23054	ERR2174368	Terrestrial	Permafrost	USA	03.08.15	Yes		
71	PRJEB23054	ERR2174369	Terrestrial	Permafrost	USA	03.08.15	Yes		
72	PRJEB23054	ERR2174370	Terrestrial	Permafrost	USA	03.08.15	Yes		
73	PRJEB23054	ERR2174371	Terrestrial	Permafrost	USA	03.08.15	Yes		
74	PRJEB23054	ERR2174372	Terrestrial	Permafrost	USA	03.08.15	Yes		
75	PRJEB23054	ERR2174373	Terrestrial	Permafrost	USA	03.08.15	Yes		
76	PRJEB23054	ERR2174374	Terrestrial	Permafrost	USA	03.08.15	Yes		
77	PRJEB23054	ERR2174375	Terrestrial	Permafrost	USA	03.08.15	Yes		
78	PRJEB23054	ERR2174376	Terrestrial	Permafrost	USA	03.08.15	Yes		
79	PRJEB23054	ERR2174377	Terrestrial	Permafrost	USA	03.08.15	Yes		
80	PRJEB23054	ERR2174378	Terrestrial	Permafrost	USA	03.08.15	Yes		
81	PRJEB23054	ERR2174379	Terrestrial	Permafrost	USA	03.08.15	Yes		
82	PRJEB23054	ERR2174380	Terrestrial	Permafrost	USA	03.08.15	Yes		
83	PRJNA244335	SRR1254121	Freshwater	Sediment and water from subglacial lake	Antarctica	28.01.13	Yes	-84.24	-153.694
84	PRJNA244335	SRR1254122	Freshwater	Sediment and water from subglacial lake	Antarctica	28.01.13	Yes	-84.24	-153.694
85	PRJNA244335	SRR1254123	Freshwater	Sediment and water from subglacial lake	Antarctica	28.01.13	Yes	-84.24	-153.694
86	PRJNA244335	SRR1254124	Freshwater	Sediment and water from subglacial lake	Antarctica	28.01.13	Yes	-84.24	-153.694
87	PRJNA244335	SRR1254125	Freshwater	Sediment and water from subglacial lake	Antarctica	28.01.13	Yes	-84.24	-153.694
88	PRJNA244335	SRR1254126	Freshwater	Sediment and water from subglacial lake	Antarctica	28.01.13	Yes	-84.24	-153.694
89	PRJNA244335	SRR1254127	Freshwater	Sediment and water from subglacial lake	Antarctica	28.01.13	Yes	-84.24	-153.694
90	PRJNA244335	SRR1254128	Freshwater	Sediment and water from subglacial lake	Antarctica	28.01.13	Yes	-84.24	-153.694
91	PRJNA244335	SRR1254129	Freshwater	Sediment and water from subglacial lake	Antarctica	28.01.13	Yes	-84.24	-153.694
92	PRJNA244335	SRR1254130	Freshwater	Sediment and water from subglacial lake	Antarctica	27.01.13	Yes	-84.24	-153.694
93	PRJNA244335	SRR1254131	Freshwater	Sediment and water from subglacial lake	Antarctica	27.01.13	Yes	-84.24	-153.694
94	PRJNA244335	SRR1254132	Freshwater	Sediment and water from subglacial lake	Antarctica	27.01.13	Yes	-84.24	-153.694
95	PRJNA244335	SRR1254133	Freshwater	Sediment and water from subglacial lake	Antarctica	27.01.13	Yes	-84.24	-153.694
96	PRJNA244335	SRR1254134	Freshwater	Sediment and water from subglacial lake	Antarctica	27.01.13	Yes	-84.24	-153.694
97	PRJNA244335	SRR1254135	Freshwater	Sediment and water from subglacial lake	Antarctica	30.01.13	Yes	-84.24	-153.694
98	PRJNA244335	SRR3051872	Freshwater	Sediment and water from subglacial lake	Antarctica	30.01.13	Yes	-84.24	-153.694
99	PRJNA244335	SRR3051873	Freshwater	Sediment and water from subglacial lake	Antarctica	30.01.13	Yes	-84.24	-153.694
100	PRJNA244335	SRR3051874	Freshwater	Sediment and water from subglacial lake	Antarctica	30.01.13	Yes	-84.24	-153.694
101	PRJNA244335	SRR3051875	Freshwater	Sediment and water from subglacial lake	Antarctica	30.01.13	Yes	-84.24	-153.694
102	PRJNA244335	SRR3051876	Freshwater	Sediment and water from subglacial lake	Antarctica	30.01.13	Yes	-84.24	-153.694
103	PRJNA244335	SRR3051877	Freshwater	Sediment and water from subglacial lake	Antarctica	30.01.13	Yes	-84.24	-153.694
104	PRJNA244335	SRR3051878	Freshwater	Sediment and water from subglacial lake	Antarctica	30.01.13	Yes	-84.24	-153.694
105	PRJNA244335	SRR3051879	Freshwater	Sediment and water from subglacial lake	Antarctica	30.01.13	Yes	-84.24	-153.694
106	PRJNA244335	SRR3051880	Freshwater	Sediment and water from subglacial lake	Antarctica	28.01.13	Yes	-84.24	-153.694
107	PRJNA244335	SRR3051881	Freshwater	Sediment and water from subglacial lake	Antarctica	28.01.13	Yes	-84.24	-153.694
108	PRJNA244335	SRR3051882	Freshwater	Sediment and water from subglacial lake	Antarctica	28.01.13	Yes	-84.24	-153.694
109	PRJNA244335	SRR3051883	Freshwater	Sediment and water from subglacial lake	Antarctica	28.01.13	Yes	-84.24	-153.694
110	PRJNA244335	SRR3051885	Freshwater	Sediment and water from subglacial lake	Antarctica	28.01.13	Yes	-84.24	-153.694
111	PRJNA244335	SRR3051886	Freshwater	Sediment and water from subglacial lake	Antarctica	28.01.13	Yes	-84.24	-153.694
112	PRJNA244335	SRR3051887	Freshwater	Sediment and water from subglacial lake	Antarctica	28.01.13	Yes	-84.24	-153.694
113	PRJNA244335	SRR3051888	Freshwater	Sediment and water from subglacial lake	Antarctica	28.01.13	Yes	-84.24	-153.694
114	PRJNA255432	SRR1697762	Freshwater	Arctic lake	Canada		Yes	41.841	-82.917
115	PRJNA255432	SRR1697763	Freshwater	Arctic lake	Canada		Yes	41.841	-82.917
116	PRJNA255432	SRR1697765	Freshwater	Arctic lake	Canada		Yes	41.841	-82.917
117	PRJNA255432	SRR1697767	Freshwater	Arctic lake	Canada		Yes	41.841	-82.917
118	PRJNA255432	SRR1697768	Freshwater	Arctic lake	Canada		Yes	41.841	-82.917
119	PRJNA255432	SRR1697769	Freshwater	Arctic lake	Canada		Yes	41.841	-82.917
120	PRJNA255432	SRR1697770	Freshwater	Arctic lake	Canada		Yes	41.841	-82.917
121	PRJNA255432	SRR1697771	Freshwater	Arctic lake	Canada		Yes	41.841	-82.917
122	PRJNA255432	SRR1697772	Freshwater	Arctic lake	Canada		Yes	41.841	-82.917
123	PRJNA255432	SRR1697774	Freshwater	Arctic lake	Canada		Yes	41.841	-82.917
124	PRJNA255432	SRR1697775	Freshwater	Arctic lake	Canada		Yes	41.841	-82.917
125	PRJNA255432	SRR1697776	Freshwater	Arctic lake	Canada		Yes	41.841	-82.917
126	PRJNA255432	SRR1697778	Freshwater	Arctic lake	Canada		Yes	41.841	-82.917
127	PRJNA255432	SRR1697779	Freshwater	Arctic lake	Canada		Yes	41.841	-82.917
128	PRJNA255432	SRR1697780	Freshwater	Arctic lake	Canada		Yes	41.841	-82.917
129	PRJNA255432	SRR1697782	Freshwater	Arctic lake	Canada		Yes	41.841	-82.917
130	PRJNA255432	SRR1697783	Freshwater	Arctic lake	Canada		Yes	41.841	-82.917
131	PRJNA255432	SRR1697784	Freshwater	Arctic lake	Canada		Yes	41.841	-82.917
132	PRJNA255432	SRR1697785	Freshwater	Arctic lake	Canada		Yes	41.841	-82.917
133	PRJNA255432	SRR1697787	Freshwater	Arctic lake	Canada		Yes	41.841	-82.917
134	PRJNA255432	SRR1697788	Freshwater	Arctic lake	Canada		Yes	41.841	-82.917
135	PRJNA255432	SRR1697789	Freshwater	Arctic lake	Canada		Yes	41.841	-82.917
136	PRJNA255432	SRR1697790	Freshwater	Arctic lake	Canada		Yes	41.841	-82.917
137	PRJNA255432	SRR1697791	Freshwater	Arctic lake	Canada		Yes	41.841	-82.917
138	PRJNA255432	SRR1697792	Freshwater	Arctic lake	Canada		Yes	41.841	-82.917
139	PRJNA255432	SRR1697793	Freshwater	Arctic lake	Canada		Yes	41.841	-82.917
140	PRJNA255432	SRR1697794	Freshwater	Arctic lake	Canada		Yes	41.841	-82.917
141	PRJNA255432	SRR1697795	Freshwater	Arctic lake	Canada		Yes	41.841	-82.917
142	PRJNA255432	SRR1697797	Freshwater	Arctic lake	Canada		Yes	41.841	-82.917
143	PRJNA255432	SRR1697799	Freshwater	Arctic lake	Canada		Yes	41.841	-82.917
144	PRJNA255432	SRR1697800	Freshwater	Arctic lake	Canada		Yes	41.841	-82.917
145	PRJNA255432	SRR1697801	Freshwater	Arctic lake	Canada		Yes	41.841	-82.917
146	PRJNA255432	SRR1697802	Freshwater	Arctic lake	Canada		Yes	41.841	-82.917
147	PRJNA255432	SRR1697803	Freshwater	Arctic lake	Canada		Yes	41.841	-82.917
148	PRJNA255432	SRR1697804	Freshwater	Arctic lake	Canada		Yes	41.841	-82.917
149	PRJNA255432	SRR1697805	Freshwater	Arctic lake	Canada		Yes	41.841	-82.917
150	PRJNA255432	SRR1697806	Freshwater	Arctic lake	Canada		Yes	41.841	-82.917
151	PRJNA255432	SRR1697807	Freshwater	Arctic lake	Canada		Yes	41.841	-82.917
152	PRJNA255432	SRR1697808	Freshwater	Arctic lake	Canada		Yes	41.841	-82.917
153	PRJNA255432	SRR1697809	Freshwater	Arctic lake	Canada		Yes	41.841	-82.917
154	PRJNA255432	SRR1697810	Freshwater	Arctic lake	Canada		Yes	41.841	-82.917
155	PRJNA255432	SRR1697811	Freshwater	Arctic lake	Canada		Yes	41.841	-82.917
156	PRJNA255432	SRR1697812	Freshwater	Arctic lake	Canada		Yes	41.841	-82.917
157	PRJNA255432	SRR1697813	Freshwater	Arctic lake	Canada		Yes	41.841	-82.917
158	PRJNA255432	SRR1697814	Freshwater	Arctic lake	Canada		Yes	41.841	-82.917
159	PRJNA255432	SRR1697816	Freshwater	Arctic lake	Canada		Yes	41.841	-82.917
160	PRJNA255432	SRR1697817	Freshwater	Arctic lake	Canada		Yes	41.841	-82.917
161	PRJNA255432	SRR1697818	Freshwater	Arctic lake	Canada		Yes	41.841	-82.917
162	PRJNA255432	SRR1697819	Freshwater	Arctic lake	Canada		Yes	41.841	-82.917
163	PRJNA255432	SRR1697820	Freshwater	Arctic lake	Canada		Yes	41.841	-82.917
164	PRJNA255432	SRR1697821	Freshwater	Arctic lake	Canada		Yes	41.841	-82.917
165	PRJNA255432	SRR1697822	Freshwater	Arctic lake	Canada		Yes	41.841	-82.917
166	PRJNA255432	SRR1697823	Freshwater	Arctic lake	Canada		Yes	41.841	-82.917
167	PRJNA255432	SRR1697824	Freshwater	Arctic lake	Canada		Yes	41.841	-82.917
168	PRJNA255432	SRR1697825	Freshwater	Arctic lake	Canada		Yes	41.841	-82.917
169	PRJNA255432	SRR1697827	Freshwater	Arctic lake	Canada		Yes	41.841	-82.917
170	PRJNA255432	SRR1697828	Freshwater	Arctic lake	Canada		Yes	41.841	-82.917
171	PRJNA255432	SRR1697829	Freshwater	Arctic lake	Canada		Yes	41.841	-82.917
172	PRJNA255432	SRR1697830	Freshwater	Arctic lake	Canada		Yes	41.841	-82.917
173	PRJNA255432	SRR1697831	Freshwater	Arctic lake	Canada		Yes	41.841	-82.917
174	PRJNA255432	SRR1697832	Freshwater	Arctic lake	Canada		Yes	41.841	-82.917
175	PRJNA255432	SRR1697833	Freshwater	Arctic lake	Canada		Yes	41.841	-82.917
176	PRJNA255432	SRR1697835	Freshwater	Arctic lake	Canada		Yes	41.841	-82.917
177	PRJNA255432	SRR1697836	Freshwater	Arctic lake	Canada		Yes	41.841	-82.917
178	PRJNA255432	SRR1697837	Freshwater	Arctic lake	Canada		Yes	41.841	-82.917
179	PRJNA255432	SRR1697838	Freshwater	Arctic lake	Canada		Yes	41.841	-82.917
180	PRJNA255432	SRR1697839	Freshwater	Arctic lake	Canada		Yes	41.841	-82.917
181	PRJNA255432	SRR1697840	Freshwater	Arctic lake	Canada		Yes	41.841	-82.917
182	PRJNA255432	SRR1697841	Freshwater	Arctic lake	Canada		Yes	41.841	-82.917
183	PRJNA255432	SRR1697842	Freshwater	Arctic lake	Canada		Yes	41.841	-82.917
184	PRJNA278982	SRR1946719	Marine	Ice-shelf water cavities	Antarctica	01.12.12	Yes	-77.8902	167.0083
185	PRJNA278982	SRR1946720	Marine	Ice-shelf water cavities	Antarctica	01.12.12	Yes	-77.8902	167.0083
186	PRJNA278982	SRR1946721	Marine	Ice-shelf water cavities	Antarctica	01.12.12	Yes	-77.8902	167.0083
187	PRJNA278982	SRR1946722	Marine	Ice-shelf water cavities	Antarctica	01.12.12	Yes	-77.8902	167.0083
188	PRJNA321351	SRR3521425	Freshwater	Arctic lake	Greenland	2014-04	Yes	67.081	-50.3548
189	PRJNA321351	SRR3521426	Freshwater	Arctic lake	Greenland	2014-04	Yes	67.081	-50.3548
190	PRJNA321351	SRR3521427	Freshwater	Arctic lake	Greenland	2014-04	Yes	67.081	-50.3548
191	PRJNA321351	SRR3521428	Freshwater	Arctic lake	Greenland	2014-04	Yes	67.081	-50.3548
192	PRJNA321351	SRR3521429	Freshwater	Arctic lake	Greenland	2014-04	Yes	67.081	-50.3548
193	PRJNA321351	SRR3521430	Freshwater	Arctic lake	Greenland	2014-04	Yes	67.081	-50.3548
194	PRJNA321351	SRR3521431	Freshwater	Arctic lake	Greenland	2014-04	Yes	67.081	-50.3548
195	PRJNA321351	SRR3521432	Freshwater	Arctic lake	Greenland	2014-04	Yes	67.081	-50.3548
196	PRJNA321351	SRR3521433	Freshwater	Arctic lake	Greenland	2014-04	Yes	67.081	-50.3548
197	PRJNA324626	SRR5082564	Terrestrial	Frozen soil	China	2014-12	Yes	47.58671	133.5014
198	PRJNA324626	SRR5082566	Terrestrial	Frozen soil	China	2014-12	Yes	47.58701	133.50168
199	PRJNA324626	SRR5082567	Terrestrial	Frozen soil	China	2015-04	Yes	47.58587	133.50139
200	PRJNA324626	SRR5082568	Terrestrial	Frozen soil	China	2015-04	Yes	47.58623	133.50109
201	PRJNA324626	SRR5082570	Terrestrial	Frozen soil	China	2015-04	Yes	47.58673	133.50142
202	PRJNA324626	SRR5082613	Terrestrial	Frozen soil	China	2015-04	Yes	47.58589	133.5014
203	PRJNA324626	SRR5082629	Terrestrial	Frozen soil	China	2015-04	Yes	47.58625	133.50108
204	PRJNA324626	SRR5082630	Terrestrial	Frozen soil	China	2015-04	Yes	47.58675	133.5014
205	PRJNA324626	SRR5082632	Terrestrial	Frozen soil	China	2015-04	Yes	47.58701	133.50166
206	PRJNA430887	SRR6495504	Ice/Snow	Glacier ice and weather crust	USA	2014	Yes		
207	PRJNA430887	SRR6495505	Ice/Snow	Glacier ice and weather crust	USA	2014	Yes		
208	PRJNA430887	SRR6495507	Ice/Snow	Glacier ice and weather crust	USA	2015	Yes	61.7025833	-147.6231111
209	PRJNA430887	SRR6495510	Ice/Snow	Glacier ice and weather crust	USA	2015	Yes	61.7025833	-147.6231111
210	PRJNA430887	SRR6495512	Ice/Snow	Glacier ice and weather crust	USA	2015	Yes	61.7025833	-147.6231111
211	PRJNA430887	SRR6495514	Ice/Snow	Glacier ice and weather crust	USA	2015	Yes	61.7025833	-147.6231111
212	PRJNA430887	SRR6495517	Ice/Snow	Glacier ice and weather crust	USA	2014	Yes	61.7025833	-147.6231111
213	PRJNA430887	SRR6495518	Ice/Snow	Glacier ice and weather crust	USA	2014	Yes	61.7025833	-147.6231111
214	PRJNA430887	SRR6495519	Ice/Snow	Glacier ice and weather crust	USA	2014	Yes	61.7025833	-147.6231111
215	PRJNA430887	SRR6495520	Ice/Snow	Glacier ice and weather crust	USA	2014	Yes	61.7025833	-147.6231111
216	PRJNA430887	SRR6495521	Ice/Snow	Glacier ice and weather crust	USA	2014	Yes	61.7025833	-147.6231111
217	PRJNA430887	SRR6495522	Ice/Snow	Glacier ice and weather crust	USA	2014	Yes	61.7025833	-147.6231111
218	PRJNA430887	SRR6495523	Ice/Snow	Glacier ice and weather crust	USA	2014	Yes	61.7025833	-147.6231111
219	PRJNA430887	SRR6495524	Ice/Snow	Glacier ice and weather crust	USA	2014	Yes	61.7025833	-147.6231111
220	PRJNA430887	SRR6495525	Ice/Snow	Glacier ice and weather crust	USA	2014	Yes	61.7025833	-147.6231111
221	PRJNA430887	SRR6495526	Ice/Snow	Glacier ice and weather crust	USA	2014	Yes	61.7025833	-147.6231111
222	PRJNA430887	SRR6495527	Ice/Snow	Glacier ice and weather crust	USA	2014	Yes	61.7025833	-147.6231111
223	PRJNA430887	SRR6495528	Ice/Snow	Glacier ice and weather crust	USA	2015	Yes	61.7025833	-147.6231111
224	PRJNA430887	SRR6495529	Ice/Snow	Glacier ice and weather crust	USA	2014	Yes	61.7025833	-147.6231111
225	PRJNA430887	SRR6495530	Ice/Snow	Glacier ice and weather crust	USA	2014	Yes	61.7025833	-147.6231111
226	PRJNA430887	SRR6495531	Ice/Snow	Glacier ice and weather crust	USA	2014	Yes	61.7025833	-147.6231111
227	PRJNA430887	SRR6495532	Ice/Snow	Glacier ice and weather crust	USA	2014	Yes	61.7025833	-147.6231111
228	PRJNA430887	SRR6495533	Ice/Snow	Glacier ice and weather crust	USA	2014	Yes	61.7025833	-147.6231111
229	PRJNA430887	SRR6495534	Ice/Snow	Glacier ice and weather crust	USA	2014	Yes	61.7025833	-147.6231111
230	PRJNA430887	SRR6495535	Ice/Snow	Glacier ice and weather crust	USA	2014	Yes	61.7025833	-147.6231111
231	PRJNA430887	SRR6495536	Ice/Snow	Glacier ice and weather crust	USA	2014	Yes	61.7025833	-147.6231111
232	PRJNA431087	SRR6516469	Terrestrial	Microbial mats	Antarctica	2014-02	Yes	-62.13	-58.59
233	PRJNA432743	SRR6667795	Freshwater	Subglacial aquifer brine	Antarctica	22.11.06	Yes		
234	PRJNA432743	SRR6667796	Freshwater	Subglacial aquifer brine	Antarctica	22.11.06	Yes		
235	PRJNA432743	SRR6667798	Freshwater	Subglacial aquifer brine	Antarctica	20.12.03	Yes		
236	PRJNA432743	SRR6667799	Freshwater	Subglacial aquifer brine	Antarctica	22.12.03	Yes		
237	PRJNA432743	SRR6667804	Freshwater	Subglacial aquifer brine	Antarctica	12.11.04	Yes		
238	PRJNA432743	SRR6667805	Freshwater	Subglacial aquifer brine	Antarctica	30.11.14	Yes		
239	PRJNA432743	SRR6667806	Freshwater	Subglacial aquifer brine	Antarctica	23.12.04	Yes		
240	PRJNA471245	SRR7160847	Freshwater	"Water, ice, soil, sediment and microbial mats"	Antarctica		Yes	-71.2	13.27
241	PRJNA471245	SRR7160848	Freshwater	"Water, ice, soil, sediment and microbial mats"	Antarctica		Yes	-71.2	13.27
242	PRJNA471245	SRR7160849	Freshwater	"Water, ice, soil, sediment and microbial mats"	Antarctica		Yes	-71.2	13.27
243	PRJNA471245	SRR7160850	Freshwater	"Water, ice, soil, sediment and microbial mats"	Antarctica		Yes	-71.2	13.27
244	PRJNA471245	SRR7160851	Freshwater	"Water, ice, soil, sediment and microbial mats"	Antarctica		Yes	-71.2	13.27
245	PRJNA471245	SRR7160852	Freshwater	"Water, ice, soil, sediment and microbial mats"	Antarctica		Yes	-71.2	13.27
246	PRJNA471245	SRR7160853	Freshwater	"Water, ice, soil, sediment and microbial mats"	Antarctica		Yes	-71.2	13.27
247	PRJNA471245	SRR7160854	Freshwater	"Water, ice, soil, sediment and microbial mats"	Antarctica		Yes	-71.2	13.27
248	PRJNA471245	SRR7160855	Freshwater	"Water, ice, soil, sediment and microbial mats"	Antarctica		Yes	-71.2	13.27
249	PRJNA471245	SRR7160856	Freshwater	"Water, ice, soil, sediment and microbial mats"	Antarctica		Yes	-71.2	13.27
250	PRJNA471245	SRR7160857	Freshwater	"Water, ice, soil, sediment and microbial mats"	Antarctica		Yes	-71.2	13.27
251	PRJNA471245	SRR7160858	Freshwater	"Water, ice, soil, sediment and microbial mats"	Antarctica		Yes	-71.2	13.27
252	PRJNA471245	SRR7160859	Freshwater	"Water, ice, soil, sediment and microbial mats"	Antarctica		Yes	-71.2	13.27
253	PRJNA471245	SRR7160860	Freshwater	"Water, ice, soil, sediment and microbial mats"	Antarctica		Yes	-71.2	13.27
254	PRJNA471245	SRR7160861	Freshwater	"Water, ice, soil, sediment and microbial mats"	Antarctica		Yes	-71.2	13.27
255	PRJNA471245	SRR7160862	Freshwater	"Water, ice, soil, sediment and microbial mats"	Antarctica		Yes	-71.2	13.27
256	PRJNA471245	SRR7160863	Terrestrial	"Water, ice, soil, sediment and microbial mats"	Antarctica		Yes	-71.2	13.27
257	PRJNA471245	SRR7160864	Terrestrial	"Water, ice, soil, sediment and microbial mats"	Antarctica		Yes	-71.2	13.27
258	PRJNA471245	SRR7160865	Terrestrial	"Water, ice, soil, sediment and microbial mats"	Antarctica		Yes	-71.2	13.27
259	PRJNA471245	SRR7160876	Ice/Snow	"Water, ice, soil, sediment and microbial mats"	Antarctica		Yes	-71.2	13.27
260	PRJNA471245	SRR7160877	Ice/Snow	"Water, ice, soil, sediment and microbial mats"	Antarctica		Yes	-71.2	13.27
261	PRJNA471245	SRR7160878	Freshwater	"Water, ice, soil, sediment and microbial mats"	Antarctica		Yes	-71.2	13.27
262	PRJNA471245	SRR7160879	Freshwater	"Water, ice, soil, sediment and microbial mats"	Antarctica		Yes	-71.2	13.27
263	PRJNA471245	SRR7160880	Ice/Snow	"Water, ice, soil, sediment and microbial mats"	Antarctica		Yes	-71.2	13.27
264	PRJNA471245	SRR7160881	Ice/Snow	"Water, ice, soil, sediment and microbial mats"	Antarctica		Yes	-71.2	13.27
265	PRJNA471245	SRR7160882	Freshwater	"Water, ice, soil, sediment and microbial mats"	Antarctica		Yes	-71.2	13.27
266	PRJNA471245	SRR7160883	Terrestrial	"Water, ice, soil, sediment and microbial mats"	Antarctica		Yes	-71.2	13.27
267	PRJNA471245	SRR7160884	Freshwater	"Water, ice, soil, sediment and microbial mats"	Antarctica		Yes	-71.2	13.27
268	PRJNA471245	SRR7160885	Freshwater	"Water, ice, soil, sediment and microbial mats"	Antarctica		Yes	-71.2	13.27
269	PRJNA471245	SRR7160886	Ice/Snow	"Water, ice, soil, sediment and microbial mats"	Antarctica		Yes	-71.2	13.27
