	Study	Sample	Ecosystem	Habitat	Location	Date	Cryosphere	Latitude	Longitude
270	PRJNA471245	SRR7160887	Ice/Snow	"Water, ice, soil, sediment and microbial mats"	Antarctica		Yes	-71.2	13.27
271	PRJNA471245	SRR7160888	Ice/Snow	"Water, ice, soil, sediment and microbial mats"	Antarctica		Yes	-71.2	13.27
272	PRJNA471245	SRR7160889	Ice/Snow	"Water, ice, soil, sediment and microbial mats"	Antarctica		Yes	-71.2	13.27
273	PRJNA471245	SRR7160890	Ice/Snow	"Water, ice, soil, sediment and microbial mats"	Antarctica		Yes	-71.2	13.27
274	PRJNA471245	SRR7160891	Ice/Snow	"Water, ice, soil, sediment and microbial mats"	Antarctica		Yes	-71.2	13.27
275	PRJNA471245	SRR7160892	Ice/Snow	"Water, ice, soil, sediment and microbial mats"	Antarctica		Yes	-71.2	13.27
276	PRJNA471245	SRR7160893	Ice/Snow	"Water, ice, soil, sediment and microbial mats"	Antarctica		Yes	-71.2	13.27
277	PRJNA471245	SRR7160894	Ice/Snow	"Water, ice, soil, sediment and microbial mats"	Antarctica		Yes	-71.2	13.27
278	PRJNA471245	SRR7160895	Ice/Snow	"Water, ice, soil, sediment and microbial mats"	Antarctica		Yes	-71.2	13.27
279	PRJNA471245	SRR7160896	Ice/Snow	"Water, ice, soil, sediment and microbial mats"	Antarctica		Yes	-71.2	13.27
280	PRJNA471245	SRR7160897	Ice/Snow	"Water, ice, soil, sediment and microbial mats"	Antarctica		Yes	-71.2	13.27
281	PRJNA471245	SRR7160898	Ice/Snow	"Water, ice, soil, sediment and microbial mats"	Antarctica		Yes	-71.2	13.27
282	PRJNA471245	SRR7160899	Ice/Snow	"Water, ice, soil, sediment and microbial mats"	Antarctica		Yes	-71.2	13.27
283	PRJNA471245	SRR7160900	Ice/Snow	"Water, ice, soil, sediment and microbial mats"	Antarctica		Yes	-71.2	13.27
284	PRJNA471245	SRR7160901	Ice/Snow	"Water, ice, soil, sediment and microbial mats"	Antarctica		Yes	-71.2	13.27
285	PRJNA471245	SRR7160902	Ice/Snow	"Water, ice, soil, sediment and microbial mats"	Antarctica		Yes	-71.2	13.27
286	PRJNA471245	SRR7160903	Ice/Snow	"Water, ice, soil, sediment and microbial mats"	Antarctica		Yes	-71.2	13.27
287	PRJNA471245	SRR7160904	Ice/Snow	"Water, ice, soil, sediment and microbial mats"	Antarctica		Yes	-71.2	13.27
288	PRJNA471245	SRR7160905	Ice/Snow	"Water, ice, soil, sediment and microbial mats"	Antarctica		Yes	-71.2	13.27
289	PRJNA471245	SRR7160910	Ice/Snow	"Water, ice, soil, sediment and microbial mats"	Antarctica		Yes	-71.2	13.27
290	PRJNA471245	SRR7160911	Ice/Snow	"Water, ice, soil, sediment and microbial mats"	Antarctica		Yes	-71.2	13.27
291	PRJNA480849	SRR7516894	Ice/Snow	Cryoconite	Antarctica		Yes	-77.61938	162.99485
292	PRJNA554442	SRR9680644	Terrestrial	Permafrost	Alaska	01.04.10	Yes	71	-156
293	PRJNA554442	SRR9680650	Terrestrial	Permafrost	Alaska	01.04.10	Yes	71	-156
294	PRJNA554442	SRR9680653	Terrestrial	Permafrost	Alaska	01.04.10	Yes	71	-156
295	PRJNA554442	SRR9680658	Terrestrial	Permafrost	Alaska	01.04.10	Yes	71	-156
296	PRJNA554442	SRR9680661	Terrestrial	Permafrost	Alaska	01.04.10	Yes	71	-156
297	PRJNA554442	SRR9680662	Terrestrial	Permafrost	Alaska	01.04.10	Yes	71	-156
298	PRJNA554442	SRR9680663	Terrestrial	Permafrost	Alaska	01.04.10	Yes	71	-156
299	PRJNA554442	SRR9680664	Terrestrial	Permafrost	Alaska	01.04.10	Yes	71	-156
300	PRJNA554442	SRR9680665	Terrestrial	Permafrost	Alaska	01.04.10	Yes	71	-156
301	PRJNA554442	SRR9680668	Terrestrial	Permafrost	Alaska	01.04.10	Yes	71	-156
302	PRJNA554442	SRR9680685	Terrestrial	Permafrost	Alaska	01.04.10	Yes	71	-156
303	PRJNA593264	SRR10580577	Marine	Water	Antarctica	01.12.17	Yes	-80.6577	174.4626
304	PRJNA593264	SRR10580576	Marine	Water	Antarctica	01.12.17	Yes	-80.6577	174.4626
305	PRJNA593264	SRR10580578	Marine	Water	Antarctica	01.12.17	Yes	-80.6577	174.4626
306	PRJNA593264	SRR10580579	Marine	Water	Antarctica	01.12.17	Yes	-80.6577	174.4626
307	PRJNA593264	SRR10580582	Marine	Sediment	Antarctica	01.12.17	Yes	-80.6577	174.4626
308	PRJNA593264	SRR10580583	Marine	Sediment	Antarctica	01.12.17	Yes	-80.6577	174.4626
309	PRJNA593264	SRR10580584	Marine	Water	Antarctica	01.12.17	Yes	-80.6577	174.4626
310	PRJNA593264	SRR10580585	Marine	Water	Antarctica	01.12.17	Yes	-80.6577	174.4626
311	PRJNA593264	SRR10580586	Marine	Water	Antarctica	01.12.17	Yes	-80.6577	174.4626
312	PRJNA593264	SRR10580587	Marine	Water	Antarctica	01.12.17	Yes	-80.6577	174.4626
313	PRJNA593264	SRR10580588	Marine	Water	Antarctica	01.12.17	Yes	-80.6577	174.4626
314	PRJNA593264	SRR10580589	Marine	Water	Antarctica	01.12.17	Yes	-80.6577	174.4626
315	PRJNA593264	SRR10580590	Marine	Snow	Antarctica	01.12.17	Yes	-80.6577	174.4626
316	PRJNA629965	SRR11669329	Freshwater	Lake	USA	08.08.17	Yes		
317	PRJNA629965	SRR11669328	Freshwater	Lake	USA	08.08.17	Yes		
318	PRJNA629965	SRR11669326	Freshwater	Lake	USA	08.08.17	Yes		
319	PRJNA629965	SRR11669297	Ice/Snow	Snow	USA	7/22/17	Yes		
320	PRJNA629965	SRR11669296	Ice/Snow	Snow	USA	7/22/17	Yes		
321	PRJNA629965	SRR11669298	Ice/Snow	Snow	USA	7/28/17	Yes		
322	PRJNA744712	SRR15081838	Ice/Snow	Cryoconite	Antarctica	2007	Yes	-77.1	163.05
323	PRJNA744712	SRR15081839	Ice/Snow	Cryoconite	Antarctica	2007	Yes	-77.1	163.05
324	PRJNA744712	SRR15081840	Ice/Snow	Cryoconite	Antarctica	2005	Yes	-77.1	163
325	PRJNA744712	SRR15081841	Ice/Snow	Cryoconite	Antarctica	2005	Yes	-77.1	163
326	PRJNA744712	SRR15081842	Ice/Snow	Cryoconite	Antarctica	2007	Yes	-77.1	163.05
327	PRJNA744712	SRR15081843	Ice/Snow	Cryoconite	Antarctica	2005	Yes	-77.1	163
328	PRJNA744712	SRR15081844	Ice/Snow	Cryoconite	Antarctica	2012	Yes	-77.0833333	162.15
329	PRJNA744712	SRR15081845	Ice/Snow	Cryoconite	Antarctica	2012	Yes	-77.0833333	162.15
330	PRJNA744712	SRR15081846	Ice/Snow	Cryoconite	Antarctica	2005	Yes	-77.1	163
331	PRJNA744712	SRR15081847	Ice/Snow	Cryoconite	Antarctica	2012	Yes	-77.0833333	162.15
332	PRJNA744712	SRR15081848	Ice/Snow	Cryoconite	Antarctica	2017	Yes	-72	23.05
333	PRJNA744712	SRR15081849	Ice/Snow	Cryoconite	Antarctica	2008	Yes	-77.1166667	162
334	PRJNA744712	SRR15081850	Ice/Snow	Cryoconite	Antarctica	2008	Yes	-77.1166667	162
335	PRJNA744712	SRR15081851	Ice/Snow	Cryoconite	Antarctica	2008	Yes	-77.1166667	162
336	PRJNA744712	SRR15081852	Ice/Snow	Cryoconite	Antarctica	2008	Yes	-77.1166667	162
337	PRJNA744712	SRR15081853	Ice/Snow	Cryoconite	Antarctica	2007	Yes	-77.1166667	162
338	PRJNA744712	SRR15081854	Ice/Snow	Cryoconite	Antarctica	2006	Yes	-77.1166667	162
339	PRJNA744712	SRR15081855	Ice/Snow	Cryoconite	Antarctica	2006	Yes	-77.1166667	162
340	PRJNA744712	SRR15081856	Ice/Snow	Cryoconite	Antarctica	2005	Yes	-77.1166667	162
341	PRJNA744712	SRR15081857	Ice/Snow	Cryoconite	Antarctica	2005	Yes	-77.1	163
342	PRJNA744712	SRR15081858	Ice/Snow	Cryoconite	Sweden		Yes	67.0166667	18.1
343	PRJNA744712	SRR15081859	Ice/Snow	Cryoconite	Sweden		Yes	67.0166667	18.1
344	PRJNA744712	SRR15081860	Ice/Snow	Cryoconite	Sweden		Yes	67.0166667	18.1
345	PRJNA744712	SRR15081861	Ice/Snow	Cryoconite	Svalbard		Yes	78.1333333	12.01666667
346	PRJNA744712	SRR15081862	Ice/Snow	Cryoconite	Svalbard		Yes	78.1333333	12.01666667
347	PRJNA744712	SRR15081863	Ice/Snow	Cryoconite	Svalbard		Yes	78.1333333	12.01666667
348	PRJNA744712	SRR15081864	Ice/Snow	Cryoconite	Svalbard		Yes	78.1333333	12.01666667
349	PRJNA744712	SRR15081865	Ice/Snow	Cryoconite	Svalbard		Yes	78.1333333	12.01666667
350	PRJNA744712	SRR15081866	Ice/Snow	Cryoconite	Antarctica	Unknown	Yes	-78.1333333	163.1166667
351	PRJNA744712	SRR15081867	Ice/Snow	Cryoconite	Antarctica	Unknown	Yes	-78.1333333	163.1166667
352	PRJNA744712	SRR15081868	Ice/Snow	Cryoconite	Antarctica	2005	Yes	-77.1	163
353	PRJNA744712	SRR15081869	Ice/Snow	Cryoconite	Antarctica	Unknown	Yes	-78.1333333	163.1166667
354	PRJNA744712	SRR15081870	Ice/Snow	Cryoconite	Antarctica	Unknown	Yes	-78.1333333	163.1166667
355	PRJNA744712	SRR15081871	Ice/Snow	Cryoconite	Antarctica	Unknown	Yes	-78.1333333	163.1166667
356	PRJNA744712	SRR15081872	Ice/Snow	Cryoconite	Antarctica	2012	Yes	-77.0833333	160.1166667
357	PRJNA744712	SRR15081873	Ice/Snow	Cryoconite	Antarctica	2012	Yes	-77.0833333	160.1166667
358	PRJNA744712	SRR15081874	Ice/Snow	Cryoconite	Antarctica	2012	Yes	-77.0833333	160.1166667
359	PRJNA744712	SRR15081875	Ice/Snow	Cryoconite	Antarctica	2012	Yes	-77.0833333	160.1166667
360	PRJNA744712	SRR15081876	Ice/Snow	Cryoconite	Antarctica	2012	Yes	-77.0833333	160.1166667
361	PRJNA744712	SRR15081877	Ice/Snow	Cryoconite	Antarctica	2012	Yes	-77.0833333	160.1166667
362	PRJNA744712	SRR15081878	Ice/Snow	Cryoconite	Antarctica	2013	Yes	-78.0166667	164.0333333
363	PRJNA744712	SRR15081879	Ice/Snow	Cryoconite	Antarctica	2005	Yes	-77.1	163
364	PRJNA744712	SRR15081880	Ice/Snow	Cryoconite	Antarctica	2013	Yes	-78.0166667	164.0333333
365	PRJNA744712	SRR15081881	Ice/Snow	Cryoconite	Antarctica	2013	Yes	-78.0166667	164.0333333
366	PRJNA744712	SRR15081882	Ice/Snow	Cryoconite	Antarctica	2013	Yes	-78.0166667	164.0333333
367	PRJNA744712	SRR15081883	Ice/Snow	Cryoconite	Antarctica	2013	Yes	-78.0166667	164.0333333
368	PRJNA744712	SRR15081884	Ice/Snow	Cryoconite	Antarctica	2010	Yes	-78.05	165.05
369	PRJNA744712	SRR15081885	Ice/Snow	Cryoconite	Antarctica	2010	Yes	-78.05	165.05
370	PRJNA744712	SRR15081886	Ice/Snow	Cryoconite	Antarctica	2010	Yes	-78.05	165.05
371	PRJNA744712	SRR15081887	Ice/Snow	Cryoconite	Antarctica	2010	Yes	-78.05	165.05
372	PRJNA744712	SRR15081888	Ice/Snow	Cryoconite	Antarctica	2010	Yes	-78.05	165.05
373	PRJNA744712	SRR15081889	Ice/Snow	Cryoconite	Antarctica	2010	Yes	-78.05	165.05
374	PRJNA744712	SRR15081890	Ice/Snow	Cryoconite	Antarctica	2005	Yes	-77.1	163
375	PRJNA744712	SRR15081891	Ice/Snow	Cryoconite	Greenland	2014	Yes	67.0333333	-50
376	PRJNA744712	SRR15081892	Ice/Snow	Cryoconite	Greenland	2014	Yes	67.0333333	-50
377	PRJNA744712	SRR15081893	Ice/Snow	Cryoconite	Greenland	2014	Yes	67.0333333	-50
378	PRJNA744712	SRR15081894	Ice/Snow	Cryoconite	Greenland	2014	Yes	67.0333333	-50
379	PRJNA744712	SRR15081895	Ice/Snow	Cryoconite	Greenland	2015	Yes	67.0166667	-50.11666667
380	PRJNA744712	SRR15081896	Ice/Snow	Cryoconite	Greenland	2015	Yes	67.0166667	-50.11666667
381	PRJNA744712	SRR15081897	Ice/Snow	Cryoconite	Greenland	2015	Yes	67.0166667	-50.11666667
382	PRJNA744712	SRR15081898	Ice/Snow	Cryoconite	Greenland	2016	Yes	67.0166667	-50.11666667
383	PRJNA744712	SRR15081899	Ice/Snow	Cryoconite	Greenland	2016	Yes	67.0166667	-50.11666667
384	PRJNA744712	SRR15081900	Ice/Snow	Cryoconite	Greenland	2016	Yes	67.0166667	-50.11666667
385	PRJNA744712	SRR15081901	Ice/Snow	Cryoconite	Antarctica	2005	Yes	-77.1	163
386	PRJNA744712	SRR15081902	Ice/Snow	Cryoconite	Antarctica	2010	Yes	-79.1333333	159
387	PRJNA744712	SRR15081903	Ice/Snow	Cryoconite	Antarctica	2010	Yes	-79.1333333	159
388	PRJNA744712	SRR15081904	Ice/Snow	Cryoconite	Antarctica	2007	Yes	-77.1	163.05
389	PRJNA744712	SRR15081905	Ice/Snow	Cryoconite	Antarctica	2007	Yes	-77.1	163.05
390	PRJNA744712	SRR15081906	Ice/Snow	Cryoconite	Antarctica	2005	Yes	-77.1	163.05
391	PRJNA744712	SRR15081907	Ice/Snow	Cryoconite	Antarctica	2007	Yes	-77.1	163.05
392	PRJNA744712	SRR15081908	Ice/Snow	Cryoconite	Antarctica	2007	Yes	-77.1	163.05
393	PRJNA744712	SRR15081909	Ice/Snow	Cryoconite	Antarctica	2007	Yes	-77.1	163.05
394	PRJDB6715	DRR122337	Marine	Deep sea crust	Japan	12.01.16	No	153.27	22.74
395	PRJDB6715	DRR122338	Marine	Deep sea crust	Japan	12.01.16	No	153.27	22.74
396	PRJDB6715	DRR122339	Marine	Deep sea crust	Japan	12.01.16	No	153.27	22.74
397	PRJDB6715	DRR122340	Marine	Deep sea crust	Japan	16.01.16	No	153.24	22.68
398	PRJDB6715	DRR122341	Marine	Deep sea crust	Japan	18.01.16	No	153.24	22.68
399	PRJDB6715	DRR122342	Marine	Deep sea crust	Japan	19.01.16	No	153.24	22.68
400	PRJDB6715	DRR122343	Marine	Deep sea crust	Japan	12.01.16	No	153.24	22.68
401	PRJDB6715	DRR122344	Marine	Deep sea crust	Japan	13.01.16	No	153.24	22.68
402	PRJDB6715	DRR122345	Marine	Deep sea crust	Japan	12.01.16	No	153.24	22.68
403	PRJDB6715	DRR122346	Marine	Deep sea crust	Japan	14.01.16	No	153.24	22.68
404	PRJDB6715	DRR122347	Marine	Deep sea crust	Japan	14.01.16	No	153.24	22.68
405	PRJDB6715	DRR122348	Marine	Deep sea crust	Japan	14.01.16	No	153.24	22.68
406	PRJDB6715	DRR122349	Marine	Deep sea crust	Japan	16.01.16	No	153.24	22.68
407	PRJDB6715	DRR122350	Marine	Deep sea crust	Japan	16.01.16	No	153.24	22.68
408	PRJDB6715	DRR122351	Marine	Deep sea crust	Japan	16.01.16	No	153.24	22.68
409	PRJDB6715	DRR122352	Marine	Deep sea crust	Japan	16.01.16	No	153.24	22.68
410	PRJDB6715	DRR122353	Marine	Deep sea crust	Japan	16.01.16	No	153.24	22.68
411	PRJDB6715	DRR122354	Marine	Deep sea crust	Japan	19.01.16	No	153.22	22.63
412	PRJDB6715	DRR122355	Marine	Deep sea crust	Japan	19.01.16	No	153.22	22.63
413	PRJDB6715	DRR122356	Marine	Deep sea crust	Japan	19.01.16	No	153.22	22.63
414	PRJDB6715	DRR122357	Marine	Deep sea crust	Japan	19.01.16	No	153.22	22.63
415	PRJDB6715	DRR122358	Marine	Deep sea crust	Japan	14.01.16	No	153.22	22.51
416	PRJDB6715	DRR122359	Marine	Deep sea crust	Japan	18.01.16	No	153.2	22.49
417	PRJDB6715	DRR122360	Marine	Deep sea crust	Japan	12.01.16	No	153.27	22.74
418	PRJDB6715	DRR122361	Marine	Deep sea crust	Japan	12.01.16	No	153.27	22.74
419	PRJDB6715	DRR122362	Marine	Deep sea crust	Japan	13.01.16	No	153.45	22.85
420	PRJDB6715	DRR122363	Marine	Deep sea crust	Japan	14.01.16	No	153.22	22.51
421	PRJDB6715	DRR122364	Marine	Deep sea crust	Japan	14.01.16	No	153.22	22.51
422	PRJDB6715	DRR122365	Marine	Deep sea crust	Japan	19.01.16	No	153.22	22.63
423	PRJDB6715	DRR122366	Marine	Deep sea crust	Japan	19.01.16	No	153.22	22.63
424	PRJDB6715	DRR122367	Marine	Deep sea crust	Japan	24.04.17	No	144.34	34.32
425	PRJDB6715	DRR122368	Marine	Deep sea crust	Japan	27.04.17	No	144.39	34.41
426	PRJDB6715	DRR122369	Marine	Deep sea crust	Japan	27.04.17	No		
427	PRJDB6715	DRR122370	Marine	Deep sea crust	Japan	27.04.17	No		
428	PRJDB6715	DRR122371	Marine	Deep sea crust	Japan	23.04.17	No		
429	PRJDB6715	DRR122372	Marine	Deep sea crust	Japan	23.04.17	No		
430	PRJDB6715	DRR122373	Marine	Deep sea crust	Japan	23.04.17	No		
431	PRJDB6715	DRR122374	Marine	Deep sea crust	Japan	23.04.17	No		
432	PRJDB6715	DRR122375	Marine	Deep sea crust	Japan	24.04.17	No		
433	PRJDB6715	DRR122376	Marine	Deep sea crust	Japan	24.04.17	No		
434	PRJDB6715	DRR122377	Marine	Deep sea crust	Japan	24.04.17	No		
435	PRJDB6715	DRR122378	Marine	Deep sea crust	Japan	24.04.17	No		
436	PRJDB6715	DRR122379	Marine	Deep sea crust	Japan	25.04.17	No		
437	PRJDB6715	DRR122380	Marine	Deep sea crust	Japan	25.04.17	No		
438	PRJDB6715	DRR122381	Marine	Deep sea crust	Japan	25.04.17	No		
439	PRJDB6715	DRR122382	Marine	Deep sea crust	Japan	25.04.17	No		
440	PRJDB6715	DRR122383	Marine	Deep sea crust	Japan	27.04.17	No		
441	PRJDB6715	DRR122384	Marine	Deep sea crust	Japan	27.04.17	No		
442	PRJDB6715	DRR122385	Marine	Deep sea crust	Japan	27.04.17	No		
443	PRJDB6715	DRR122386	Marine	Deep sea crust	Japan	27.04.17	No		
444	PRJDB6715	DRR122387	Marine	Deep sea crust	Japan	27.04.17	No		
445	PRJDB6715	DRR122388	Marine	Deep sea crust	Japan	27.04.17	No		
446	PRJDB6715	DRR122389	Marine	Deep sea crust	Japan	28.04.17	No		
447	PRJDB6715	DRR122390	Marine	Deep sea crust	Japan	28.04.17	No		
448	PRJDB6715	DRR122391	Marine	Deep sea crust	Japan	28.04.17	No		
449	PRJDB6715	DRR122392	Marine	Deep sea crust	Japan	28.04.17	No		
450	PRJDB6715	DRR122393	Marine	Deep sea crust	Japan	12.01.16	No		
451	PRJDB6715	DRR122394	Marine	Deep sea crust	Japan	12.01.16	No		
452	PRJDB6715	DRR122395	Marine	Deep sea crust	Japan	13.01.16	No		
453	PRJDB6715	DRR122396	Marine	Deep sea crust	Japan	14.01.16	No		
454	PRJDB6715	DRR122397	Marine	Deep sea crust	Japan	16.01.16	No		
455	PRJDB6715	DRR122398	Marine	Deep sea crust	Japan	19.01.16	No		
456	PRJDB6715	DRR122399	Marine	Deep sea crust	Japan	23.04.17	No		
457	PRJDB6715	DRR122400	Marine	Deep sea crust	Japan	24.04.17	No		
458	PRJDB6715	DRR122401	Marine	Deep sea crust	Japan	25.04.17	No		
459	PRJDB6715	DRR122402	Marine	Deep sea crust	Japan	28.04.17	No	144.35	34.3
460	PRJDB6715	DRR122403	Marine	Deep sea crust	Japan	28.04.17	No		
461	PRJDB8049	DRR186745	Terrestrial	Montane forest soil	Japan	03.07.16	No		
462	PRJDB8049	DRR186746	Terrestrial	Montane forest soil	Japan	03.07.16	No		
463	PRJDB8049	DRR186747	Terrestrial	Montane forest soil	Japan	03.07.16	No		
464	PRJDB8049	DRR186748	Terrestrial	Montane forest soil	Japan	03.07.16	No		
465	PRJDB8049	DRR186749	Terrestrial	Montane forest soil	Japan	01.08.16	No		
466	PRJDB8049	DRR186750	Terrestrial	Montane forest soil	Japan	01.08.16	No		
467	PRJDB8049	DRR186751	Terrestrial	Montane forest soil	Japan	01.08.16	No		
468	PRJDB8049	DRR186752	Terrestrial	Montane forest soil	Japan	01.08.16	No		
469	PRJDB8049	DRR186753	Terrestrial	Montane forest soil	Japan	01.09.16	No		
470	PRJDB8049	DRR186754	Terrestrial	Montane forest soil	Japan	01.09.16	No		
471	PRJDB8049	DRR186755	Terrestrial	Montane forest soil	Japan	01.09.16	No		
472	PRJDB8049	DRR186756	Terrestrial	Montane forest soil	Japan	01.09.16	No		
473	PRJDB8049	DRR186757	Terrestrial	Montane forest soil	Japan	03.10.16	No		
474	PRJDB8049	DRR186758	Terrestrial	Montane forest soil	Japan	03.10.16	No		
475	PRJDB8049	DRR186759	Terrestrial	Montane forest soil	Japan	03.10.16	No		
476	PRJDB8049	DRR186760	Terrestrial	Montane forest soil	Japan	03.10.16	No		
477	PRJDB8049	DRR186761	Terrestrial	Montane forest soil	Japan	01.11.16	No		
478	PRJDB8049	DRR186762	Terrestrial	Montane forest soil	Japan	01.11.16	No		
479	PRJDB8049	DRR186763	Terrestrial	Montane forest soil	Japan	01.11.16	No		
480	PRJDB8049	DRR186764	Terrestrial	Montane forest soil	Japan	01.11.16	No		
481	PRJDB8049	DRR186765	Terrestrial	Montane forest soil	Japan	05.12.16	No		
482	PRJDB8049	DRR186766	Terrestrial	Montane forest soil	Japan	05.12.16	No		
483	PRJDB8049	DRR186767	Terrestrial	Montane forest soil	Japan	05.12.16	No		
484	PRJDB8049	DRR186768	Terrestrial	Montane forest soil	Japan	05.12.16	No		
485	PRJDB8049	DRR186769	Terrestrial	Montane forest soil	Japan	04.01.17	No		
486	PRJDB8049	DRR186770	Terrestrial	Montane forest soil	Japan	04.01.17	No		
487	PRJDB8049	DRR186771	Terrestrial	Montane forest soil	Japan	04.01.17	No		
488	PRJDB8049	DRR186772	Terrestrial	Montane forest soil	Japan	04.01.17	No		
489	PRJDB8049	DRR186773	Terrestrial	Montane forest soil	Japan	01.02.17	No		
490	PRJDB8049	DRR186774	Terrestrial	Montane forest soil	Japan	01.02.17	No		
491	PRJDB8049	DRR186775	Terrestrial	Montane forest soil	Japan	01.02.17	No		
492	PRJDB8049	DRR186776	Terrestrial	Montane forest soil	Japan	01.02.17	No		
493	PRJDB8049	DRR186777	Terrestrial	Montane forest soil	Japan	06.03.17	No		
494	PRJDB8049	DRR186778	Terrestrial	Montane forest soil	Japan	06.03.17	No		
495	PRJDB8049	DRR186779	Terrestrial	Montane forest soil	Japan	06.03.17	No		
496	PRJDB8049	DRR186780	Terrestrial	Montane forest soil	Japan	06.03.17	No		
497	PRJDB8049	DRR186781	Terrestrial	Montane forest soil	Japan	12.04.17	No		
498	PRJDB8049	DRR186782	Terrestrial	Montane forest soil	Japan	12.04.17	No		
499	PRJDB8049	DRR186783	Terrestrial	Montane forest soil	Japan	12.04.17	No		
500	PRJDB8049	DRR186784	Terrestrial	Montane forest soil	Japan	12.04.17	No		
501	PRJDB8049	DRR186785	Terrestrial	Montane forest soil	Japan	02.05.17	No		
502	PRJDB8049	DRR186786	Terrestrial	Montane forest soil	Japan	02.05.17	No		
503	PRJDB8049	DRR186787	Terrestrial	Montane forest soil	Japan	02.05.17	No		
504	PRJDB8049	DRR186788	Terrestrial	Montane forest soil	Japan	02.05.17	No		
505	PRJDB8049	DRR186789	Terrestrial	Montane forest soil	Japan	02.06.17	No		
506	PRJDB8049	DRR186790	Terrestrial	Montane forest soil	Japan	02.06.17	No		
507	PRJDB8049	DRR186791	Terrestrial	Montane forest soil	Japan	02.06.17	No		
508	PRJDB8049	DRR186792	Terrestrial	Montane forest soil	Japan	02.06.17	No		
509	PRJDB8049	DRR186793	Terrestrial	Montane forest soil	Japan	03.07.16	No		
510	PRJDB8049	DRR186794	Terrestrial	Montane forest soil	Japan	03.07.16	No		
511	PRJDB8049	DRR186795	Terrestrial	Montane forest soil	Japan	03.07.16	No		
512	PRJDB8049	DRR186796	Terrestrial	Montane forest soil	Japan	03.07.16	No		
513	PRJDB8049	DRR186797	Terrestrial	Montane forest soil	Japan	01.08.16	No		
514	PRJDB8049	DRR186798	Terrestrial	Montane forest soil	Japan	01.08.16	No		
515	PRJDB8049	DRR186799	Terrestrial	Montane forest soil	Japan	01.08.16	No		
516	PRJDB8049	DRR186800	Terrestrial	Montane forest soil	Japan	01.08.16	No		
517	PRJDB8049	DRR186801	Terrestrial	Montane forest soil	Japan	01.09.16	No		
518	PRJDB8049	DRR186802	Terrestrial	Montane forest soil	Japan	01.09.16	No		
519	PRJDB8049	DRR186803	Terrestrial	Montane forest soil	Japan	01.09.16	No		
520	PRJDB8049	DRR186804	Terrestrial	Montane forest soil	Japan	01.09.16	No		
521	PRJDB8049	DRR186805	Terrestrial	Montane forest soil	Japan	03.10.16	No		
522	PRJDB8049	DRR186806	Terrestrial	Montane forest soil	Japan	03.10.16	No		
523	PRJDB8049	DRR186807	Terrestrial	Montane forest soil	Japan	03.10.16	No		
524	PRJDB8049	DRR186808	Terrestrial	Montane forest soil	Japan	03.10.16	No		
525	PRJDB8049	DRR186809	Terrestrial	Montane forest soil	Japan	01.11.16	No		
526	PRJDB8049	DRR186810	Terrestrial	Montane forest soil	Japan	01.11.16	No		
527	PRJDB8049	DRR186811	Terrestrial	Montane forest soil	Japan	01.11.16	No		
528	PRJDB8049	DRR186812	Terrestrial	Montane forest soil	Japan	01.11.16	No		
529	PRJDB8049	DRR186813	Terrestrial	Montane forest soil	Japan	05.12.16	No		
530	PRJDB8049	DRR186814	Terrestrial	Montane forest soil	Japan	05.12.16	No		
531	PRJDB8049	DRR186815	Terrestrial	Montane forest soil	Japan	05.12.16	No		
532	PRJDB8049	DRR186816	Terrestrial	Montane forest soil	Japan	05.12.16	No		
533	PRJDB8049	DRR186817	Terrestrial	Montane forest soil	Japan	04.01.17	No		
534	PRJDB8049	DRR186818	Terrestrial	Montane forest soil	Japan	04.01.17	No		
535	PRJDB8049	DRR186819	Terrestrial	Montane forest soil	Japan	04.01.17	No		
536	PRJDB8049	DRR186820	Terrestrial	Montane forest soil	Japan	04.01.17	No		
537	PRJDB8049	DRR186821	Terrestrial	Montane forest soil	Japan	01.02.17	No		
538	PRJDB8049	DRR186822	Terrestrial	Montane forest soil	Japan	01.02.17	No		
539	PRJDB8049	DRR186823	Terrestrial	Montane forest soil	Japan	01.02.17	No		
540	PRJDB8049	DRR186824	Terrestrial	Montane forest soil	Japan	01.02.17	No		
541	PRJDB8049	DRR186825	Terrestrial	Montane forest soil	Japan	06.03.17	No		
542	PRJDB8049	DRR186826	Terrestrial	Montane forest soil	Japan	06.03.17	No		
543	PRJDB8049	DRR186827	Terrestrial	Montane forest soil	Japan	06.03.17	No		
544	PRJDB8049	DRR186828	Terrestrial	Montane forest soil	Japan	06.03.17	No		
545	PRJDB8049	DRR186829	Terrestrial	Montane forest soil	Japan	12.04.17	No		
546	PRJDB8049	DRR186830	Terrestrial	Montane forest soil	Japan	12.04.17	No		
547	PRJDB8049	DRR186831	Terrestrial	Montane forest soil	Japan	12.04.17	No		
548	PRJDB8049	DRR186832	Terrestrial	Montane forest soil	Japan	12.04.17	No		
549	PRJDB8049	DRR186833	Terrestrial	Montane forest soil	Japan	02.05.17	No		
550	PRJDB8049	DRR186834	Terrestrial	Montane forest soil	Japan	02.05.17	No		
551	PRJDB8049	DRR186835	Terrestrial	Montane forest soil	Japan	02.05.17	No		
552	PRJDB8049	DRR186836	Terrestrial	Montane forest soil	Japan	02.05.17	No		
553	PRJDB8049	DRR186837	Terrestrial	Montane forest soil	Japan	02.06.17	No		
554	PRJDB8049	DRR186838	Terrestrial	Montane forest soil	Japan	02.06.17	No		
