	Study	Sample	Ecosystem	Habitat	Location	Date	Cryosphere	Latitude	Longitude
1342	PRJNA383057	SRR5451202	Marine	Water	South Korea	04.06.16	No		
1343	PRJNA383057	SRR5451203	Marine	Water	South Korea	04.06.16	No		
1344	PRJNA383057	SRR5451204	Marine	Water	South Korea	04.06.16	No		
1345	PRJNA383057	SRR5451205	Marine	Water	South Korea	04.06.16	No		
1346	PRJNA383057	SRR5451206	Marine	Water	South Korea	04.06.16	No		
1347	PRJNA383057	SRR5451207	Marine	Water	South Korea	04.06.16	No		
1348	PRJNA383057	SRR5451208	Marine	Water	South Korea	04.06.16	No		
1349	PRJNA383057	SRR5451209	Marine	Water	South Korea	04.06.16	No		
1350	PRJNA383057	SRR5451210	Marine	Water	South Korea	04.06.16	No		
1351	PRJNA383057	SRR5451211	Marine	Water	South Korea	04.06.16	No		
1352	PRJNA383057	SRR5451212	Marine	Water	South Korea	04.06.16	No		
1353	PRJNA383057	SRR5451213	Marine	Water	South Korea	04.06.16	No		
1354	PRJNA383057	SRR5451214	Marine	Water	South Korea	04.06.16	No		
1355	PRJNA383057	SRR5451215	Marine	Water	South Korea	04.06.16	No		
1356	PRJNA383057	SRR5451216	Marine	Water	South Korea	04.06.16	No		
1357	PRJNA383057	SRR5451217	Marine	Water	South Korea	04.06.16	No		
1358	PRJNA383057	SRR5451218	Marine	Water	South Korea	04.06.16	No		
1359	PRJNA383057	SRR5451219	Marine	Water	South Korea	04.06.16	No		
1360	PRJNA383057	SRR5451220	Marine	Water	South Korea	04.06.16	No		
1361	PRJNA383057	SRR5451221	Marine	Water	South Korea	04.06.16	No		
1362	PRJNA391422	SRR5740161	Marine	Sediment	Pacific	26.05.16	No	50	179.55
1363	PRJNA391422	SRR5740162	Marine	Sediment	Pacific	30.05.16	No	58.916667	-178.933333
1364	PRJNA391422	SRR5740163	Marine	Sediment	Pacific	21.05.16	No	33.966667	177.35
1365	PRJNA391422	SRR5740164	Marine	Sediment	Pacific	24.05.16	No	45	178.75
1366	PRJNA391422	SRR5740165	Marine	Sediment	Pacific	15.05.16	No	10.966667	179
1367	PRJNA391422	SRR5740166	Marine	Sediment	Pacific	18.05.16	No	21.966667	178.316667
1368	PRJNA391422	SRR5740167	Marine	Sediment	Pacific	08.05.16	No	-10.333333	-176.483333
1369	PRJNA391422	SRR5740168	Marine	Sediment	Pacific	11.05.16	No	-0.033333	-179.983333
1370	PRJNA391422	SRR5740169	Marine	Sediment	Pacific	15.05.16	No	10.966667	179
1371	PRJNA391422	SRR5740171	Marine	Sediment	Pacific	21.05.16	No	33.966667	177.35
1372	PRJNA391422	SRR5740172	Marine	Sediment	Pacific	24.05.16	No	45	178.75
1373	PRJNA391422	SRR5740173	Marine	Sediment	Pacific	26.05.16	No	50	179.55
1374	PRJNA391422	SRR5740174	Marine	Sediment	Pacific	30.05.16	No	58.916667	-178.933333
1375	PRJNA391422	SRR5740175	Marine	Sediment	Pacific	03.05.16	No	-27	178.233333
1376	PRJNA391422	SRR5740176	Marine	Sediment	Pacific	08.05.16	No	-10.333333	-176.483333
1377	PRJNA391422	SRR5740177	Marine	Sediment	Pacific	18.05.16	No	21.966667	178.316667
1378	PRJNA391422	SRR5740178	Marine	Sediment	Pacific	21.05.16	No	33.966667	177.35
1379	PRJNA391422	SRR5740179	Marine	Sediment	Pacific	24.05.16	No	45	178.75
1380	PRJNA391422	SRR5740180	Marine	Sediment	Pacific	26.05.16	No	50	179.55
1381	PRJNA391422	SRR5740181	Marine	Sediment	Pacific	03.05.16	No	-27	178.233333
1382	PRJNA391422	SRR5740182	Marine	Sediment	Pacific	08.05.16	No	-10.333333	-176.483333
1383	PRJNA391422	SRR5740183	Marine	Sediment	Pacific	11.05.16	No	-0.033333	-179.983333
1384	PRJNA391422	SRR5740184	Marine	Sediment	Pacific	15.05.16	No	10.966667	179
1385	PRJNA391422	SRR5740185	Marine	Sediment	Pacific	30.05.16	No	58.916667	-178.933333
1386	PRJNA391422	SRR5740186	Marine	Sediment	Pacific	03.05.16	No	-27	178.233333
1387	PRJNA391422	SRR5740187	Marine	Sediment	Pacific	11.05.16	No	-0.033333	-179.983333
1388	PRJNA391422	SRR5740188	Marine	Sediment	Pacific	08.05.16	No	-10.333333	-176.483333
1389	PRJNA391422	SRR5740189	Marine	Sediment	Pacific	26.05.16	No	50	179.55
1390	PRJNA391422	SRR5740190	Marine	Sediment	Pacific	24.05.16	No	45	178.75
1391	PRJNA391422	SRR5740191	Marine	Sediment	Pacific	03.05.16	No	-27	178.233333
1392	PRJNA391422	SRR5740192	Marine	Sediment	Pacific	30.05.16	No	58.916667	-178.933333
1393	PRJNA391422	SRR5740193	Marine	Sediment	Pacific	15.05.16	No	10.966667	179
1394	PRJNA391422	SRR5740194	Marine	Sediment	Pacific	11.05.16	No	-0.033333	-179.983333
1395	PRJNA391422	SRR5740195	Marine	Sediment	Pacific	21.05.16	No	33.966667	177.35
1396	PRJNA391422	SRR5740196	Marine	Sediment	Pacific	18.05.16	No	21.966667	178.316667
1397	PRJNA394819	SRR5856408	Freshwater	Microbial mat	Russia		No	49.08	46.47
1398	PRJNA394819	SRR5856409	Freshwater	Microbial mat	Russia		No	49.13	46.41
1399	PRJNA407282	SRR6176964	Terrestrial	Soil crust	South Africa	2016-02	No		
1400	PRJNA407282	SRR6176965	Terrestrial	Soil crust	South Africa	2016-02	No		
1401	PRJNA407282	SRR6176966	Terrestrial	Soil crust	South Africa	2016-02	No		
1402	PRJNA407282	SRR6176967	Terrestrial	Soil crust	South Africa	2016-02	No		
1403	PRJNA407282	SRR6176969	Terrestrial	Soil crust	South Africa	2016-02	No		
1404	PRJNA407282	SRR6176970	Terrestrial	Soil crust	South Africa	2016-02	No		
1405	PRJNA407282	SRR6176971	Terrestrial	Soil crust	South Africa	2016-02	No		
1406	PRJNA407282	SRR6176972	Terrestrial	Soil crust	South Africa	2016-02	No		
1407	PRJNA407282	SRR6176973	Terrestrial	Soil crust	South Africa	2016-02	No		
1408	PRJNA407282	SRR6176975	Terrestrial	Soil crust	South Africa	2016-02	No		
1409	PRJNA407282	SRR6176978	Terrestrial	Soil crust	South Africa	2016-02	No		
1410	PRJNA407282	SRR6176979	Terrestrial	Soil crust	South Africa	2016-02	No		
1411	PRJNA407282	SRR6176980	Terrestrial	Soil crust	South Africa	2016-02	No		
1412	PRJNA407282	SRR6176981	Terrestrial	Soil crust	South Africa	2016-02	No		
1413	PRJNA407282	SRR6176982	Terrestrial	Soil crust	South Africa	2016-02	No		
1414	PRJNA407282	SRR6176994	Terrestrial	Soil crust	South Africa	2016-02	No		
1415	PRJNA414441	SRR6179409	Marine	Vent water	Indian Ocean	22.01.16	No	-26	71
1416	PRJNA414441	SRR6179411	Marine	Vent water	Indian Ocean	20.01.16	No	-26	71
1417	PRJNA415828	SRR6310900	Marine	Sediment	Mexico gulf	31.01.11	No	28.01	-87.59
1418	PRJNA415828	SRR6310901	Marine	Sediment	Mexico gulf	28.01.11	No	27.72	-86.54
1419	PRJNA415828	SRR6310902	Marine	Sediment	Mexico gulf	14.02.11	No	26.54	-87.79
1420	PRJNA415828	SRR6310903	Marine	Sediment	Mexico gulf	14.02.11	No	26.61	-87.74
1421	PRJNA415828	SRR6310904	Marine	Sediment	Mexico gulf	16.02.11	No	26.51	-87
1422	PRJNA415828	SRR6310905	Marine	Sediment	Mexico gulf	17.02.11	No	26.49	-87
1423	PRJNA415828	SRR6310906	Marine	Sediment	Mexico gulf	11.02.11	No	26.32	-86.88
1424	PRJNA415828	SRR6310907	Marine	Sediment	Mexico gulf	14.02.11	No	26.59	-87.51
1425	PRJNA415828	SRR6310932	Marine	Sediment	Mexico gulf	15.02.11	No	26.52	-87.29
1426	PRJNA415828	SRR6310933	Marine	Sediment	Mexico gulf	15.02.11	No	26.6	-87.35
1427	PRJNA415828	SRR6310934	Marine	Sediment	Mexico gulf	15.02.11	No	26.55	-87.3
1428	PRJNA415828	SRR6310935	Marine	Sediment	Mexico gulf	11.03.11	No	26.06	-86.35
1429	PRJNA415828	SRR6310936	Marine	Sediment	Mexico gulf	14.02.11	No	26.61	-87.55
1430	PRJNA415828	SRR6310937	Marine	Sediment	Mexico gulf	13.02.11	No	26.58	-87.99
1431	PRJNA415828	SRR6310938	Marine	Sediment	Mexico gulf	27.01.11	No	27.52	-86.24
1432	PRJNA415828	SRR6310939	Marine	Sediment	Mexico gulf	27.01.11	No	27.47	-86.17
1433	PRJNA415828	SRR6310946	Marine	Sediment	Mexico gulf	16.02.11	No	26.55	-87.12
1434	PRJNA415828	SRR6310947	Marine	Sediment	Mexico gulf	16.02.11	No	26.53	-87.19
1435	PRJNA415828	SRR6310950	Marine	Sediment	Mexico gulf	08.02.11	No	26.99	-86.77
1436	PRJNA415828	SRR6310953	Marine	Sediment	Mexico gulf	10.01.11	No	28.38	-87.64
1437	PRJNA415828	SRR6310958	Marine	Sediment	Mexico gulf	12.02.11	No	26.33	-87.07
1438	PRJNA415828	SRR6310959	Marine	Sediment	Mexico gulf	10.01.11	No	28.1	-87.7
1439	PRJNA415828	SRR6310970	Marine	Sediment	Mexico gulf	28.02.11	No	26.82	-85.35
1440	PRJNA415828	SRR6310973	Marine	Sediment	Mexico gulf	11.01.11	No	28.26	-87.13
1441	PRJNA415828	SRR6310974	Marine	Sediment	Mexico gulf	21.01.11	No	28.74	-87.48
1442	PRJNA415828	SRR6310975	Marine	Sediment	Mexico gulf	28.02.11	No	26.84	-85.27
1443	PRJNA415828	SRR6310976	Marine	Sediment	Mexico gulf	11.01.11	No	28.36	-87.37
1444	PRJNA415828	SRR6310977	Marine	Sediment	Mexico gulf	24.01.11	No	27.89	-85.1
1445	PRJNA415828	SRR6310978	Marine	Sediment	Mexico gulf	03.03.11	No	25.68	-84.92
1446	PRJNA415828	SRR6310979	Marine	Sediment	Mexico gulf	01.02.11	No	28.21	-87.36
1447	PRJNA415828	SRR6310980	Marine	Sediment	Mexico gulf	21.01.11	No	28.69	-87.11
1448	PRJNA415828	SRR6310981	Marine	Sediment	Mexico gulf	21.01.11	No	28.74	-87.41
1449	PRJNA415828	SRR6310982	Marine	Sediment	Mexico gulf	20.01.11	No	28.76	-87.41
1450	PRJNA415828	SRR6310983	Marine	Sediment	Mexico gulf	24.01.11	No	28.01	-85.71
1451	PRJNA415828	SRR6310984	Marine	Sediment	Mexico gulf	25.01.11	No	27.17	-85.15
1452	PRJNA415828	SRR6310985	Marine	Sediment	Mexico gulf	22.01.11	No	28.72	-86.47
1453	PRJNA415828	SRR6310986	Marine	Sediment	Mexico gulf	25.01.11	No	27.33	-85.78
1454	PRJNA415828	SRR6311000	Marine	Sediment	Mexico gulf	07.02.11	No	27.89	-86.74
1455	PRJNA415828	SRR6311002	Marine	Sediment	Mexico gulf	27.01.11	No	27.52	-86.18
1456	PRJNA415828	SRR6311003	Marine	Sediment	Mexico gulf	28.01.11	No	27.8	-86.62
1457	PRJNA415828	SRR6311005	Marine	Sediment	Mexico gulf	26.01.11	No	27.47	-86.11
1458	PRJNA415828	SRR6311006	Marine	Sediment	Mexico gulf	17.02.11	No	26.45	-86.98
1459	PRJNA415828	SRR6311007	Marine	Sediment	Mexico gulf	14.02.11	No	26.55	-87.83
1460	PRJNA415828	SRR6311008	Marine	Sediment	Mexico gulf	09.02.11	No	26.27	-86.45
1461	PRJNA415828	SRR6311009	Marine	Sediment	Mexico gulf	11.02.11	No	26.43	-86.95
1462	PRJNA415828	SRR6311010	Marine	Sediment	Mexico gulf	09.02.11	No	26.79	-86.48
1463	PRJNA415828	SRR6311011	Marine	Sediment	Mexico gulf	08.02.11	No	26.83	-86.64
1464	PRJNA415828	SRR6311012	Marine	Sediment	Mexico gulf	02.03.11	No	25.96	-85.48
1465	PRJNA415828	SRR6311013	Marine	Sediment	Mexico gulf	03.03.11	No	25.38	-84.63
1466	PRJNA415828	SRR6311014	Marine	Sediment	Mexico gulf	04.03.11	No	25.1	-84.81
1467	PRJNA415828	SRR6311015	Marine	Sediment	Mexico gulf	01.03.11	No	26.38	-85.19
1468	PRJNA415828	SRR6311016	Marine	Sediment	Mexico gulf	26.01.11	No	27.25	-86.19
1469	PRJNA415828	SRR6311017	Marine	Sediment	Mexico gulf	15.02.11	No	26.59	-87.34
1470	PRJNA415828	SRR6311019	Marine	Sediment	Mexico gulf	22.01.11	No	28.33	-86.58
1471	PRJNA415828	SRR6311020	Marine	Sediment	Mexico gulf	24.01.11	No	27.83	-84.86
1472	PRJNA415828	SRR6311022	Marine	Sediment	Mexico gulf	07.02.11	No	27.91	-86.75
1473	PRJNA415828	SRR6311023	Marine	Sediment	Mexico gulf	08.02.11	No	27.06	-86.83
1474	PRJNA415828	SRR6311024	Marine	Sediment	Mexico gulf	18.02.11	No	26.94	-86.83
1475	PRJNA415828	SRR6311025	Marine	Sediment	Mexico gulf	18.02.11	No	26.91	-86.92
1476	PRJNA415828	SRR6311026	Marine	Sediment	Mexico gulf	18.02.11	No	26.89	-86.98
1477	PRJNA415828	SRR6311045	Marine	Sediment	Mexico gulf	24.01.11	No	27.6	-85.08
1478	PRJNA415828	SRR6311046	Marine	Sediment	Mexico gulf	25.01.11	No	27.51	-85.15
1479	PRJNA415828	SRR6311047	Marine	Sediment	Mexico gulf	06.01.11	No	28.3	-89.95
1480	PRJNA415828	SRR6311048	Marine	Sediment	Mexico gulf	06.01.11	No	28.28	-89.95
1481	PRJNA415828	SRR6311049	Marine	Sediment	Mexico gulf	21.01.11	No	28.64	-87.15
1482	PRJNA415828	SRR6311050	Marine	Sediment	Mexico gulf	01.02.11	No	28.09	-87.02
1483	PRJNA415828	SRR6311051	Marine	Sediment	Mexico gulf	24.01.11	No	27.59	-85.38
1484	PRJNA415828	SRR6311052	Marine	Sediment	Mexico gulf	24.01.11	No	27.61	-85.3
1485	PRJNA415828	SRR6311053	Marine	Sediment	Mexico gulf	23.01.11	No	27.84	-86
1486	PRJNA415828	SRR6311054	Marine	Sediment	Mexico gulf	23.01.11	No	27.89	-85.91
1487	PRJNA415828	SRR6311056	Marine	Sediment	Mexico gulf	09.01.11	No	28.21	-87.93
1488	PRJNA415828	SRR6311058	Marine	Sediment	Mexico gulf	04.03.11	No	25.03	-84.67
1489	PRJNA415828	SRR6311071	Marine	Sediment	Mexico gulf	07.01.11	No	28.59	-89.53
1490	PRJNA415828	SRR6311072	Marine	Sediment	Mexico gulf	08.01.11	No	28.64	-88.43
1491	PRJNA415828	SRR6311073	Marine	Sediment	Mexico gulf	08.01.11	No	28.68	-88.44
1492	PRJNA415828	SRR6311074	Marine	Sediment	Mexico gulf	08.01.11	No	28.85	-88.49
1493	PRJNA415828	SRR6311075	Marine	Sediment	Mexico gulf	07.01.11	No	28.22	-89.15
1494	PRJNA415828	SRR6311076	Marine	Sediment	Mexico gulf	07.01.11	No	28.25	-88.93
1495	PRJNA415828	SRR6311077	Marine	Sediment	Mexico gulf	07.01.11	No	28.4	-89.21
1496	PRJNA415828	SRR6311078	Marine	Sediment	Mexico gulf	06.01.11	No	28.4	-89.8
1497	PRJNA415828	SRR6311079	Marine	Sediment	Mexico gulf	21.01.11	No	28.73	-87.42
1498	PRJNA415828	SRR6311080	Marine	Sediment	Mexico gulf	08.01.11	No	28.33	-88.08
1499	PRJNA415828	SRR6311092	Marine	Sediment	Mexico gulf	09.02.11	No	26.55	-86.12
1500	PRJNA415828	SRR6311093	Marine	Sediment	Mexico gulf	11.02.11	No	26.49	-86.68
1501	PRJNA415828	SRR6311094	Marine	Sediment	Mexico gulf	15.02.11	No	26.6	-87.35
1502	PRJNA415828	SRR6311095	Marine	Sediment	Mexico gulf	07.02.11	No	27.9	-86.76
1503	PRJNA415828	SRR6311096	Marine	Sediment	Mexico gulf	09.02.11	No	26.51	-86.09
1504	PRJNA415828	SRR6311097	Marine	Sediment	Mexico gulf	26.01.11	No	27.27	-85.9
1505	PRJNA415828	SRR6311098	Marine	Sediment	Mexico gulf	12.02.11	No	26.27	-86.81
1506	PRJNA415828	SRR6311099	Marine	Sediment	Mexico gulf	12.02.11	No	26.27	-86.64
1507	PRJNA415828	SRR6311100	Marine	Sediment	Mexico gulf	11.02.11	No	26.43	-86.94
1508	PRJNA415828	SRR6311101	Marine	Sediment	Mexico gulf	12.02.11	No	26.28	-86.81
1509	PRJNA415828	SRR6311115	Marine	Sediment	Mexico gulf	08.01.11	No	28.61	-87.9
1510	PRJNA415828	SRR6311116	Marine	Sediment	Mexico gulf	21.01.11	No	28.71	-87.69
1511	PRJNA415828	SRR6311117	Marine	Sediment	Mexico gulf	24.01.11	No	27.83	-85.76
1512	PRJNA415828	SRR6311119	Marine	Sediment	Mexico gulf	01.03.11	No	26.72	-85.32
1513	PRJNA415828	SRR6311120	Marine	Sediment	Mexico gulf	12.02.11	No	26.24	-86.61
1514	PRJNA415828	SRR6311121	Marine	Sediment	Mexico gulf	03.03.11	No	25.52	-85.15
1515	PRJNA415828	SRR6311122	Marine	Sediment	Mexico gulf	29.01.11	No	27.43	-87.41
1516	PRJNA415828	SRR6311123	Marine	Sediment	Mexico gulf	17.02.11	No	26.59	-86.99
1517	PRJNA415828	SRR6311124	Marine	Sediment	Mexico gulf	18.02.11	No	26.78	-86.96
1518	PRJNA415828	SRR6311125	Marine	Sediment	Mexico gulf	01.02.11	No	28.2	-87.44
1519	PRJNA415828	SRR6311126	Marine	Sediment	Mexico gulf	01.03.11	No	26.66	-85.4
1520	PRJNA415828	SRR6311127	Marine	Sediment	Mexico gulf	04.03.11	No	25.15	-85.03
1521	PRJNA415828	SRR6311128	Marine	Sediment	Mexico gulf	14.02.11	No	26.62	-87.48
1522	PRJNA415828	SRR6311145	Marine	Sediment	Mexico gulf	10.01.11	No	28.26	-87.68
1523	PRJNA415828	SRR6311148	Marine	Sediment	Mexico gulf	10.01.11	No	28.17	-87.65
1524	PRJNA428525	SRR6441556	Terrestrial	Forest soil	Portugal	2013-11	No	38.05	-6.98
1525	PRJNA428525	SRR6441557	Terrestrial	Forest soil	Portugal	2013-11	No	38.19	-8.62
1526	PRJNA428525	SRR6441558	Terrestrial	Forest soil	Portugal	2013-12	No	41.71	-8.1
1527	PRJNA428525	SRR6441559	Terrestrial	Forest soil	Portugal	2013-12	No	41.71	-8.1
1528	PRJNA428525	SRR6441560	Terrestrial	Forest soil	Portugal	2013-12	No	41.71	-8.1
1529	PRJNA428525	SRR6441561	Terrestrial	Forest soil	Portugal	2013-12	No	41.76	-8.03
1530	PRJNA428525	SRR6441562	Terrestrial	Forest soil	Portugal	2013-12	No	41.71	-8.1
1531	PRJNA428525	SRR6441563	Terrestrial	Forest soil	Portugal	2013-12	No	41.76	-8.03
1532	PRJNA428525	SRR6441564	Terrestrial	Forest soil	Portugal	2013-12	No	41.71	-8.1
1533	PRJNA428525	SRR6441565	Terrestrial	Forest soil	Portugal	2013-12	No	41.76	-8.03
1534	PRJNA428525	SRR6441566	Terrestrial	Forest soil	Portugal	2013-12	No	41.76	-8.03
1535	PRJNA428525	SRR6441567	Terrestrial	Forest soil	Portugal	2013-11	No	38.19	-8.62
1536	PRJNA428525	SRR6441568	Terrestrial	Forest soil	Portugal	2013-11	No	38.04	-7.03
1537	PRJNA428525	SRR6441569	Terrestrial	Forest soil	Portugal	2013-11	No	38.04	-7.03
1538	PRJNA428525	SRR6441570	Terrestrial	Forest soil	Portugal	2013-12	No	41.76	-8.03
1539	PRJNA428525	SRR6441571	Terrestrial	Forest soil	Portugal	2013-11	No	38.04	-7.03
1540	PRJNA428525	SRR6441572	Terrestrial	Forest soil	Portugal	2013-11	No	38.04	-7.03
1541	PRJNA428525	SRR6441573	Terrestrial	Forest soil	Portugal	2013-11	No	38.05	-6.98
1542	PRJNA428525	SRR6441574	Terrestrial	Forest soil	Portugal	2013-11	No	38.05	-6.98
1543	PRJNA428525	SRR6441575	Terrestrial	Forest soil	Portugal	2013-11	No	38.19	-8.62
1544	PRJNA428525	SRR6441576	Terrestrial	Forest soil	Portugal	2013-11	No	38.05	-6.98
1545	PRJNA428525	SRR6441577	Terrestrial	Forest soil	Portugal	2013-11	No	38.05	-6.98
1546	PRJNA428525	SRR6441578	Terrestrial	Forest soil	Portugal	2013-11	No	38.04	-7.03
1547	PRJNA428525	SRR6441579	Terrestrial	Forest soil	Portugal	2013-11	No	38.19	-8.62
1548	PRJNA428525	SRR6441580	Terrestrial	Forest soil	Portugal	2013-11	No	39.46	-9.05
1549	PRJNA428525	SRR6441581	Terrestrial	Forest soil	Portugal	2013-11	No	39.46	-9.05
1550	PRJNA428525	SRR6441582	Terrestrial	Forest soil	Portugal	2013-12	No	41.53	-6.83
1551	PRJNA428525	SRR6441583	Terrestrial	Forest soil	Portugal	2013-12	No	41.53	-6.83
1552	PRJNA428525	SRR6441584	Terrestrial	Forest soil	Portugal	2013-12	No	41.53	-6.83
1553	PRJNA428525	SRR6441585	Terrestrial	Forest soil	Portugal	2013-11	No	39.46	-9.05
1554	PRJNA428525	SRR6441586	Terrestrial	Forest soil	Portugal	2013-12	No	41.53	-6.83
1555	PRJNA428525	SRR6441587	Terrestrial	Forest soil	Portugal	2013-11	No	39.46	-9.05
1556	PRJNA428525	SRR6441588	Terrestrial	Forest soil	Portugal	2013-11	No	39.46	-9.05
1557	PRJNA428525	SRR6441589	Terrestrial	Forest soil	Portugal	2013-12	No	41.53	-6.83
1558	PRJNA428525	SRR6441590	Terrestrial	Forest soil	Portugal	2013-11	No	38.19	-8.62
1559	PRJNA431050	SRR6508098	Marine	Water	South Korea	2016-07	No	34.8053	128.368
1560	PRJNA431050	SRR6508099	Marine	Water	South Korea	2016-07	No	34.6789	128.3918
1561	PRJNA431050	SRR6508100	Marine	Water	South Korea	2016-07	No	34.6789	128.3918
1562	PRJNA431050	SRR6508101	Marine	Water	South Korea	2016-07	No	34.66693	128.5862
1563	PRJNA431050	SRR6508102	Marine	Water	South Korea	2016-07	No	34.66693	128.5862
1564	PRJNA431050	SRR6508103	Marine	Water	South Korea	2016-07	No	34.6789	128.3918
1565	PRJNA431050	SRR6508104	Marine	Water	South Korea	2016-07	No	34.6789	128.3918
1566	PRJNA431050	SRR6508105	Marine	Water	South Korea	2016-07	No	34.8053	128.368
1567	PRJNA431050	SRR6508106	Marine	Water	South Korea	2016-07	No	34.8053	128.368
1568	PRJNA431050	SRR6508107	Marine	Water	South Korea	2016-07	No	34.76892	128.7721
1569	PRJNA431050	SRR6508108	Marine	Water	South Korea	2016-07	No	34.76892	128.7721
1570	PRJNA431050	SRR6508109	Marine	Water	South Korea	2016-07	No	34.76892	128.7721
1571	PRJNA431050	SRR6508110	Marine	Water	South Korea	2016-07	No	34.76892	128.7721
1572	PRJNA431050	SRR6508111	Marine	Water	South Korea	2016-07	No	34.76892	128.7721
1573	PRJNA431050	SRR6508112	Marine	Water	South Korea	2016-07	No	34.76892	128.7721
1574	PRJNA431050	SRR6508113	Marine	Water	South Korea	2016-07	No	34.76892	128.7721
1575	PRJNA431050	SRR6508114	Marine	Water	South Korea	2016-07	No	34.76892	128.7721
1576	PRJNA431050	SRR6508116	Marine	Water	South Korea	2016-07	No	34.91672	128.9114
1577	PRJNA431050	SRR6508117	Marine	Water	South Korea	2016-07	No	34.91672	128.9114
1578	PRJNA431050	SRR6508119	Marine	Water	South Korea	2016-07	No	34.91672	128.9114
1579	PRJNA431050	SRR6508120	Marine	Water	South Korea	2016-07	No	34.91672	128.9114
1580	PRJNA431050	SRR6508121	Marine	Water	South Korea	2016-07	No	34.91672	128.9114
1581	PRJNA431050	SRR6508122	Marine	Water	South Korea	2016-07	No	34.91672	128.9114
1582	PRJNA431050	SRR6508123	Marine	Water	South Korea	2016-07	No	34.91672	128.9114
1583	PRJNA431050	SRR6508124	Marine	Water	South Korea	2016-07	No	34.76892	128.7721
1584	PRJNA431050	SRR6508125	Marine	Water	South Korea	2016-07	No	34.91672	128.9114
1585	PRJNA431050	SRR6508126	Marine	Water	South Korea	2016-07	No	34.66693	128.5862
1586	PRJNA431050	SRR6508127	Marine	Water	South Korea	2016-07	No	34.66693	128.5862
1587	PRJNA431050	SRR6508128	Marine	Water	South Korea	2016-07	No	34.66693	128.5862
1588	PRJNA431050	SRR6508130	Marine	Water	South Korea	2016-07	No	34.6789	128.3918
1589	PRJNA431050	SRR6508131	Marine	Water	South Korea	2016-07	No	34.6789	128.3918
1590	PRJNA431050	SRR6508132	Marine	Water	South Korea	2016-07	No	34.6789	128.3918
1591	PRJNA431050	SRR6508133	Marine	Water	South Korea	2016-07	No	34.6789	128.3918
1592	PRJNA431050	SRR6508134	Marine	Water	South Korea	2016-07	No	34.6789	128.3918
1593	PRJNA431050	SRR6508135	Marine	Water	South Korea	2016-07	No	34.6789	128.3918
1594	PRJNA431050	SRR6508139	Marine	Water	South Korea	2016-07	No	34.81183	128.1873
1595	PRJNA431050	SRR6508140	Marine	Water	South Korea	2016-07	No	34.81183	128.1873
1596	PRJNA431050	SRR6508141	Marine	Water	South Korea	2016-07	No	34.81183	128.1873
1597	PRJNA431050	SRR6508142	Marine	Water	South Korea	2016-07	No	34.81183	128.1873
1598	PRJNA431050	SRR6508143	Marine	Water	South Korea	2016-07	No	34.81183	128.1873
1599	PRJNA431050	SRR6508144	Marine	Water	South Korea	2016-07	No	34.81183	128.1873
1600	PRJNA431050	SRR6508145	Marine	Water	South Korea	2016-07	No	34.81183	128.1873
1601	PRJNA431050	SRR6508146	Marine	Water	South Korea	2016-07	No	34.81183	128.1873
1602	PRJNA431050	SRR6508147	Marine	Water	South Korea	2016-07	No	34.6789	128.3918
1603	PRJNA431050	SRR6508148	Marine	Water	South Korea	2016-07	No	34.6789	128.3918
1604	PRJNA431508	SRR6511686	Marine	Water	South Korea	2016-10	No	34.81183	128.1873
1605	PRJNA431508	SRR6511687	Marine	Water	South Korea	2016-10	No	34.81183	128.1873
1606	PRJNA431508	SRR6511688	Marine	Water	South Korea	2016-10	No	34.81183	128.1873
1607	PRJNA431508	SRR6511689	Marine	Water	South Korea	2016-10	No	34.81183	128.1873
1608	PRJNA431508	SRR6511690	Marine	Water	South Korea	2016-10	No	34.81183	128.1873
1609	PRJNA431508	SRR6511691	Marine	Water	South Korea	2016-10	No	34.81183	128.1873
1610	PRJNA431508	SRR6511692	Marine	Water	South Korea	2016-10	No	34.81183	128.1873
1611	PRJNA431508	SRR6511693	Marine	Water	South Korea	2016-10	No	34.81183	128.1873
1612	PRJNA431508	SRR6511694	Marine	Water	South Korea	2016-10	No	34.81183	128.1873
1613	PRJNA431508	SRR6511695	Marine	Water	South Korea	2016-12	No	34.8053	128.368
1614	PRJNA431508	SRR6511696	Marine	Water	South Korea	2016-12	No	34.8053	128.368
1615	PRJNA431508	SRR6511698	Marine	Water	South Korea	2016-12	No	34.8053	128.368
1616	PRJNA431508	SRR6511699	Marine	Water	South Korea	2016-10	No	34.8053	128.368
1617	PRJNA431508	SRR6511700	Marine	Water	South Korea	2016-12	No	34.8053	128.368
1618	PRJNA431508	SRR6511701	Marine	Water	South Korea	2016-12	No	34.8053	128.368
1619	PRJNA431508	SRR6511703	Marine	Water	South Korea	2016-12	No	34.8053	128.368
1620	PRJNA431508	SRR6511704	Marine	Water	South Korea	2016-12	No	34.8053	128.368
1621	PRJNA431508	SRR6511705	Marine	Water	South Korea	2016-10	No	34.66693	128.5862
1622	PRJNA431508	SRR6511706	Marine	Water	South Korea	2016-10	No	34.66693	128.5862
1623	PRJNA431508	SRR6511707	Marine	Water	South Korea	2016-12	No	34.76892	128.7721
1624	PRJNA431508	SRR6511708	Marine	Water	South Korea	2016-12	No	34.76892	128.7721
1625	PRJNA431508	SRR6511709	Marine	Water	South Korea	2016-12	No	34.76892	128.7721
1626	PRJNA431508	SRR6511710	Marine	Water	South Korea	2016-12	No	34.76892	128.7721
