	Study	Sample	Ecosystem	Habitat	Location	Date	Cryosphere	Latitude	Longitude
574	PRJNA288901	SRR2098535	Marine	Water	Red Sea	2014-08	No	27.92066667	35.26916667
575	PRJNA288901	SRR2098536	Marine	Water	Red Sea	2014-08	No	27.913383	35.235967
576	PRJNA288901	SRR2098537	Marine	Water	Red Sea	2014-08	No	27.321983	35.6086
577	PRJNA288901	SRR2098538	Marine	Water	Red Sea	2014-08	No	27.913383	35.235967
578	PRJNA288901	SRR2098539	Marine	Water	Red Sea	2014-08	No	27.848302	35.245567
579	PRJNA288901	SRR2098540	Marine	Water	Red Sea	2014-08	No	27.763383	35.33695
580	PRJNA288901	SRR2098541	Marine	Water	Red Sea	2014-08	No	27.73383333	35.378
581	PRJNA288901	SRR2098542	Marine	Water	Red Sea	2014-08	No	27.73383333	35.378
582	PRJNA288901	SRR2098543	Marine	Water	Red Sea	2014-08	No	27.71	35.419
583	PRJNA288901	SRR2098544	Marine	Water	Red Sea	2014-08	No	27.71	35.419
584	PRJNA288901	SRR2098545	Marine	Water	Red Sea	2014-08	No	27.5605	35.50233333
585	PRJNA288901	SRR2098546	Marine	Water	Red Sea	2014-08	No	27.5605	35.50233333
586	PRJNA288901	SRR2098547	Marine	Water	Red Sea	2014-08	No	27.5605	35.50233333
587	PRJNA288901	SRR2098548	Marine	Water	Red Sea	2014-08	No	27.5605	35.50233333
588	PRJNA288901	SRR2098549	Marine	Water	Red Sea	2014-08	No	27.39033333	35.59433333
589	PRJNA288901	SRR2098550	Marine	Water	Red Sea	2014-08	No	27.39033333	35.59433333
590	PRJNA288901	SRR2098551	Marine	Water	Red Sea	2014-08	No	27.249667	35.750833
591	PRJNA288901	SRR2098552	Marine	Water	Red Sea	2014-08	No	27.249667	35.750833
592	PRJNA288901	SRR2098553	Marine	Water	Red Sea	2014-08	No	27.527	35.5343
593	PRJNA295806	SRR2539429	Freshwater	Lake water	Germany		No	48.023508	11.10294
594	PRJNA295806	SRR2539801	Freshwater	Lake water	Germany		No	48.023508	11.10294
595	PRJNA295806	SRR2539802	Freshwater	Lake water	Germany		No	47.853274	11.237709
596	PRJNA295806	SRR2539803	Freshwater	Lake water	Germany		No	47.853274	11.237709
597	PRJNA295806	SRR2540092	Freshwater	Lake water	Germany		No	47.789884	11.30335
598	PRJNA295806	SRR2540095	Freshwater	Lake water	Germany		No	47.789884	11.30335
599	PRJNA295806	SRR2540100	Freshwater	Lake water	Germany		No	47.718387	11.863112
600	PRJNA295806	SRR2540525	Freshwater	Lake water	Germany		No	47.718387	11.863112
601	PRJNA295806	SRR2540526	Freshwater	Lake water	Germany		No	48.022319	11.102151
602	PRJNA295806	SRR2540527	Freshwater	Lake water	Germany		No	48.022319	11.102151
603	PRJNA295806	SRR2540528	Freshwater	Lake water	Germany		No	48.022319	11.102151
604	PRJNA318437	SRR3530527	Freshwater	Lake water	Germany	25.03.14	No	47.462542	11.19357
605	PRJNA318437	SRR3531967	Freshwater	Lake water	Germany	18.09.14	No	47.462557	11.19395
606	PRJNA318437	SRR3531972	Freshwater	Lake water	Germany	25.03.14	No	47.472385	11.18742
607	PRJNA318437	SRR3531974	Freshwater	Lake water	Germany	18.09.14	No	47.472418	11.18757
608	PRJNA318437	SRR3531975	Freshwater	Lake water	Germany	24.03.14	No	47.484279	11.17595
609	PRJNA318437	SRR3531977	Freshwater	Lake water	Germany	17.09.14	No	47.484292	11.175921
610	PRJNA318437	SRR3531979	Freshwater	Lake water	Germany	24.03.14	No	47.483417	11.174116
611	PRJNA318437	SRR3532062	Freshwater	Lake water	Germany	17.09.14	No	47.483411	11.174127
612	PRJNA320310	SRR3480455	Freshwater	Altitudinal soil gradient	Chile	10.08.15	No	37.757222	-118.166667
613	PRJNA320310	SRR3480456	Freshwater	Altitudinal soil gradient	Chile	10.08.15	No	37.757222	-118.166667
614	PRJNA320310	SRR3480457	Freshwater	Altitudinal soil gradient	Chile	10.08.15	No	37.757222	-118.166667
615	PRJNA320310	SRR3480458	Freshwater	Altitudinal soil gradient	Chile	10.08.15	No	37.757222	-118.166667
616	PRJNA320310	SRR3480459	Freshwater	Altitudinal soil gradient	Chile	10.08.15	No	37.757222	-118.166667
617	PRJNA320310	SRR3480460	Freshwater	Altitudinal soil gradient	Chile	10.08.15	No	37.757222	-118.166667
618	PRJNA320310	SRR3480461	Freshwater	Altitudinal soil gradient	Chile	12.08.15	No	37.757222	-118.166667
619	PRJNA320310	SRR3480462	Freshwater	Altitudinal soil gradient	Chile	12.08.15	No	37.757222	-118.166667
620	PRJNA320310	SRR3480463	Freshwater	Altitudinal soil gradient	Chile	10.08.15	No	37.757222	-118.166667
621	PRJNA320310	SRR3480464	Freshwater	Altitudinal soil gradient	Chile	10.08.15	No	37.757222	-118.166667
622	PRJNA320310	SRR3480465	Freshwater	Altitudinal soil gradient	Chile	10.08.15	No	37.757222	-118.166667
623	PRJNA320310	SRR3480466	Freshwater	Altitudinal soil gradient	Chile	12.08.15	No	37.757222	-118.166667
624	PRJNA320310	SRR3480467	Freshwater	Altitudinal soil gradient	Chile	12.08.15	No	37.757222	-118.166667
625	PRJNA320310	SRR3480468	Freshwater	Altitudinal soil gradient	Chile	12.08.15	No	37.757222	-118.166667
626	PRJNA320310	SRR3480469	Freshwater	Altitudinal soil gradient	Chile	10.08.15	No	37.757222	-118.166667
627	PRJNA320310	SRR3480470	Freshwater	Altitudinal soil gradient	Chile	10.08.15	No	37.757222	-118.166667
628	PRJNA320310	SRR3480471	Freshwater	Altitudinal soil gradient	Chile	10.08.15	No	37.757222	-118.166667
629	PRJNA320310	SRR3480472	Freshwater	Altitudinal soil gradient	Chile	10.08.15	No	37.757222	-118.166667
630	PRJNA320310	SRR3480473	Freshwater	Altitudinal soil gradient	Chile	12.08.15	No	37.757222	-118.166667
631	PRJNA320310	SRR3480474	Freshwater	Altitudinal soil gradient	Chile	12.08.15	No	37.757222	-118.166667
632	PRJNA320310	SRR3480475	Freshwater	Altitudinal soil gradient	Chile	10.08.15	No	37.757222	-118.166667
633	PRJNA320310	SRR3480476	Freshwater	Altitudinal soil gradient	Chile	10.08.15	No	37.757222	-118.166667
634	PRJNA320310	SRR3480477	Freshwater	Altitudinal soil gradient	Chile	12.08.15	No	37.823889	-118.233333
635	PRJNA320310	SRR3480478	Freshwater	Altitudinal soil gradient	Chile	12.08.15	No	37.757222	-118.166667
636	PRJNA320310	SRR3480479	Freshwater	Altitudinal soil gradient	Chile	12.08.15	No	37.823889	-118.233333
637	PRJNA320310	SRR3480480	Freshwater	Altitudinal soil gradient	Chile	12.08.15	No	37.823889	-118.233333
638	PRJNA320310	SRR3480481	Freshwater	Altitudinal soil gradient	Chile	12.08.15	No	37.823889	-118.233333
639	PRJNA320310	SRR3480482	Freshwater	Altitudinal soil gradient	Chile	12.08.15	No	37.823889	-118.233333
640	PRJNA320310	SRR3480483	Freshwater	Altitudinal soil gradient	Chile	12.08.15	No	37.823889	-118.233333
641	PRJNA320310	SRR3480484	Freshwater	Altitudinal soil gradient	Chile	12.08.15	No	37.823889	-118.233333
642	PRJNA320310	SRR3480485	Freshwater	Altitudinal soil gradient	Chile	12.08.15	No	37.823889	-118.233333
643	PRJNA320310	SRR3480486	Freshwater	Altitudinal soil gradient	Chile	10.08.15	No	37.823889	-118.233333
644	PRJNA320310	SRR3480487	Freshwater	Altitudinal soil gradient	Chile	10.08.15	No	37.823889	-118.233333
645	PRJNA320310	SRR3480488	Freshwater	Altitudinal soil gradient	Chile	10.08.15	No	37.823889	-118.233333
646	PRJNA320310	SRR3480489	Freshwater	Altitudinal soil gradient	Chile	10.08.15	No	37.757222	-118.166667
647	PRJNA320310	SRR3480490	Freshwater	Altitudinal soil gradient	Chile	10.08.15	No	37.823889	-118.233333
648	PRJNA320310	SRR3480491	Freshwater	Altitudinal soil gradient	Chile	10.08.15	No	37.823889	-118.233333
649	PRJNA320310	SRR3480492	Freshwater	Altitudinal soil gradient	Chile	10.08.15	No	37.823889	-118.233333
650	PRJNA320310	SRR3480493	Freshwater	Altitudinal soil gradient	Chile	10.08.15	No	37.823889	-118.233333
651	PRJNA320310	SRR3480494	Freshwater	Altitudinal soil gradient	Chile	10.08.15	No	37.823889	-118.233333
652	PRJNA320310	SRR3480495	Freshwater	Altitudinal soil gradient	Chile	10.08.15	No	37.823889	-118.233333
653	PRJNA320310	SRR3480496	Freshwater	Altitudinal soil gradient	Chile	10.08.15	No	37.823889	-118.233333
654	PRJNA320310	SRR3480497	Freshwater	Altitudinal soil gradient	Chile	10.08.15	No	37.823889	-118.233333
655	PRJNA320310	SRR3480498	Freshwater	Altitudinal soil gradient	Chile	11.08.15	No	37.857222	-118.25
656	PRJNA320310	SRR3480499	Freshwater	Altitudinal soil gradient	Chile	11.08.15	No	37.857222	-118.25
657	PRJNA320310	SRR3480500	Freshwater	Altitudinal soil gradient	Chile	10.08.15	No	37.757222	-118.166667
658	PRJNA320310	SRR3480501	Freshwater	Altitudinal soil gradient	Chile	11.08.15	No	37.857222	-118.25
659	PRJNA320310	SRR3480502	Freshwater	Altitudinal soil gradient	Chile	11.08.15	No	37.857222	-118.25
660	PRJNA320310	SRR3480503	Freshwater	Altitudinal soil gradient	Chile	11.08.15	No	37.857222	-118.25
661	PRJNA320310	SRR3480504	Freshwater	Altitudinal soil gradient	Chile	11.08.15	No	37.857222	-118.25
662	PRJNA320310	SRR3480505	Freshwater	Altitudinal soil gradient	Chile	11.08.15	No	37.857222	-118.25
663	PRJNA320310	SRR3480506	Freshwater	Altitudinal soil gradient	Chile	11.08.15	No	37.857222	-118.25
664	PRJNA320310	SRR3480507	Freshwater	Altitudinal soil gradient	Chile	11.08.15	No	37.857222	-118.25
665	PRJNA320310	SRR3480508	Freshwater	Altitudinal soil gradient	Chile	11.08.15	No	37.857222	-118.25
666	PRJNA320310	SRR3480509	Freshwater	Altitudinal soil gradient	Chile	11.08.15	No	37.857222	-118.25
667	PRJNA320310	SRR3480510	Freshwater	Altitudinal soil gradient	Chile	11.08.15	No	37.857222	-118.25
668	PRJNA320310	SRR3480511	Freshwater	Altitudinal soil gradient	Chile	10.08.15	No	37.757222	-118.166667
669	PRJNA320310	SRR3480512	Freshwater	Altitudinal soil gradient	Chile	11.08.15	No	37.857222	-118.25
670	PRJNA320310	SRR3480513	Freshwater	Altitudinal soil gradient	Chile	11.08.15	No	37.857222	-118.25
671	PRJNA320310	SRR3480514	Freshwater	Altitudinal soil gradient	Chile	11.08.15	No	37.857222	-118.25
672	PRJNA320310	SRR3480516	Freshwater	Altitudinal soil gradient	Chile	11.08.15	No	37.857222	-118.25
673	PRJNA320310	SRR3480517	Freshwater	Altitudinal soil gradient	Chile	11.08.15	No	37.857222	-118.25
674	PRJNA320310	SRR3480518	Freshwater	Altitudinal soil gradient	Chile	11.08.15	No	37.857222	-118.25
675	PRJNA320310	SRR3480519	Freshwater	Altitudinal soil gradient	Chile	11.08.15	No	37.857222	-118.25
676	PRJNA320310	SRR3480520	Freshwater	Altitudinal soil gradient	Chile	11.08.15	No	37.857222	-118.25
677	PRJNA320310	SRR3480521	Freshwater	Altitudinal soil gradient	Chile	11.08.15	No	37.857222	-118.25
678	PRJNA320310	SRR3480522	Freshwater	Altitudinal soil gradient	Chile	10.08.15	No	37.757222	-118.166667
679	PRJNA320310	SRR3480523	Freshwater	Altitudinal soil gradient	Chile	11.08.15	No	37.857222	-118.25
680	PRJNA320310	SRR3480524	Freshwater	Altitudinal soil gradient	Chile	11.08.15	No	37.857222	-118.25
681	PRJNA320310	SRR3480525	Freshwater	Altitudinal soil gradient	Chile	11.08.15	No	37.857222	-118.25
682	PRJNA320310	SRR3480526	Freshwater	Altitudinal soil gradient	Chile	11.08.15	No	37.857222	-118.25
683	PRJNA320310	SRR3480527	Freshwater	Altitudinal soil gradient	Chile	11.08.15	No	37.857222	-118.25
684	PRJNA320310	SRR3480528	Freshwater	Altitudinal soil gradient	Chile	11.08.15	No	37.857222	-118.25
685	PRJNA320310	SRR3480529	Freshwater	Altitudinal soil gradient	Chile	11.08.15	No	37.857222	-118.25
686	PRJNA320310	SRR3480530	Freshwater	Altitudinal soil gradient	Chile	12.08.15	No	37.757222	-118.166667
687	PRJNA320310	SRR3480531	Freshwater	Altitudinal soil gradient	Chile	12.08.15	No	37.757222	-118.166667
688	PRJNA323375	SRR3922863	Terrestrial	Forest soil	New Zealand	17.09.14	No	-36.41744427	174.6697969
689	PRJNA323375	SRR3922864	Terrestrial	Forest soil	New Zealand	17.09.14	No	-36.41744427	174.6697969
690	PRJNA323375	SRR3922865	Terrestrial	Forest soil	New Zealand	17.09.14	No	-36.41744427	174.6697969
691	PRJNA323375	SRR3922879	Terrestrial	Forest soil	New Zealand	23.09.14	No	-36.3118167	174.487471
692	PRJNA323375	SRR3922880	Terrestrial	Forest soil	New Zealand	23.09.14	No	-36.3118167	174.487471
693	PRJNA323375	SRR3922881	Terrestrial	Forest soil	New Zealand	23.09.14	No	-36.3118167	174.487471
694	PRJNA323375	SRR3922885	Terrestrial	Forest soil	New Zealand	17.09.14	No	-36.45098082	174.7549576
695	PRJNA323375	SRR3922890	Terrestrial	Forest soil	New Zealand	17.09.14	No	-36.45109487	174.6857708
696	PRJNA323375	SRR3922892	Terrestrial	Forest soil	New Zealand	17.09.14	No	-36.45109487	174.6857708
697	PRJNA323375	SRR3922895	Terrestrial	Forest soil	New Zealand	04.09.14	No	-37.10616506	175.1190943
698	PRJNA323375	SRR3922897	Terrestrial	Forest soil	New Zealand	19.09.13	No	-36.72068676	174.6285511
699	PRJNA323375	SRR3922898	Terrestrial	Forest soil	New Zealand	19.09.13	No	-36.72068676	174.6285511
700	PRJNA323375	SRR3922899	Terrestrial	Forest soil	New Zealand	19.09.13	No	-36.72068676	174.6285511
701	PRJNA323375	SRR3922901	Terrestrial	Forest soil	New Zealand	11.09.14	No	-37.07004797	174.6503901
702	PRJNA323375	SRR3922902	Terrestrial	Forest soil	New Zealand	11.09.14	No	-37.07004797	174.6503901
703	PRJNA323375	SRR3922905	Terrestrial	Forest soil	New Zealand	11.09.14	No	-37.07004797	174.6503901
704	PRJNA323375	SRR3922912	Terrestrial	Forest soil	New Zealand	20.09.13	No	-37.01774641	175.0031718
705	PRJNA323375	SRR3922913	Terrestrial	Forest soil	New Zealand	20.09.13	No	-37.01774641	175.0031718
706	PRJNA323375	SRR3922919	Terrestrial	Forest soil	New Zealand	09.09.14	No	-37.02411417	175.0023611
707	PRJNA323375	SRR3922920	Terrestrial	Forest soil	New Zealand	09.09.14	No	-37.02411417	175.0023611
708	PRJNA323375	SRR3922926	Terrestrial	Forest soil	New Zealand	09.09.14	No	-37.02421298	175.0029145
709	PRJNA323375	SRR3922930	Terrestrial	Forest soil	New Zealand	04.09.14	No	-37.06952932	175.069059
710	PRJNA323375	SRR3922931	Terrestrial	Forest soil	New Zealand	04.09.14	No	-37.06952932	175.069059
711	PRJNA323375	SRR3922942	Terrestrial	Forest soil	New Zealand	09.09.14	No	-36.91030389	175.0786439
712	PRJNA323375	SRR3922947	Terrestrial	Forest soil	New Zealand	23.09.14	No	-36.31499324	174.4886452
713	PRJNA323375	SRR3922948	Terrestrial	Forest soil	New Zealand	23.09.14	No	-36.31499324	174.4886452
714	PRJNA323375	SRR3922953	Terrestrial	Forest soil	New Zealand	23.09.14	No	-36.31528205	174.4893413
715	PRJNA323375	SRR3922954	Terrestrial	Forest soil	New Zealand	23.09.14	No	-36.31528205	174.4893413
716	PRJNA323375	SRR3922955	Terrestrial	Forest soil	New Zealand	23.09.14	No	-36.31528205	174.4893413
717	PRJNA323375	SRR3922963	Terrestrial	Forest soil	New Zealand	17.09.14	No	-36.4705647	174.6020742
718	PRJNA323375	SRR3922974	Terrestrial	Forest soil	New Zealand	24.09.14	No	-37.0400574	174.5027966
719	PRJNA323375	SRR3922975	Terrestrial	Forest soil	New Zealand	12.09.14	No	-37.08990243	174.8810788
720	PRJNA323375	SRR3922977	Terrestrial	Forest soil	New Zealand	12.09.14	No	-37.08990243	174.8810788
721	PRJNA323375	SRR3922980	Terrestrial	Forest soil	New Zealand	13.09.13	No	-37.10527398	174.9312414
722	PRJNA323375	SRR3922981	Terrestrial	Forest soil	New Zealand	13.09.13	No	-37.10527398	174.9312414
723	PRJNA323375	SRR3922983	Terrestrial	Forest soil	New Zealand	13.09.13	No	-37.10527398	174.9312414
724	PRJNA323375	SRR3922984	Terrestrial	Forest soil	New Zealand	13.09.13	No	-37.10527398	174.9312414
725	PRJNA323375	SRR3922985	Terrestrial	Forest soil	New Zealand	24.09.14	No	-37.0400574	174.5027966
726	PRJNA323375	SRR3922992	Terrestrial	Forest soil	New Zealand	16.09.13	No	-37.08854177	174.6440069
727	PRJNA323375	SRR3922993	Terrestrial	Forest soil	New Zealand	16.09.13	No	-37.08854177	174.6440069
728	PRJNA323375	SRR3922999	Terrestrial	Forest soil	New Zealand	20.09.13	No	-37.11235979	174.6200774
729	PRJNA323375	SRR3923000	Terrestrial	Forest soil	New Zealand	20.09.13	No	-37.11235979	174.6200774
730	PRJNA323375	SRR3923002	Terrestrial	Forest soil	New Zealand	02.09.14	No	-36.23725435	174.6511896
731	PRJNA323375	SRR3923024	Terrestrial	Forest soil	New Zealand	16.09.14	No	-36.62616261	174.498422
732	PRJNA323375	SRR3923025	Terrestrial	Forest soil	New Zealand	16.09.14	No	-36.62616261	174.498422
733	PRJNA323375	SRR3923026	Terrestrial	Forest soil	New Zealand	16.09.14	No	-36.62616261	174.498422
734	PRJNA323375	SRR3923029	Terrestrial	Forest soil	New Zealand	24.09.14	No	-37.02366232	174.5358379
735	PRJNA323375	SRR3923032	Terrestrial	Forest soil	New Zealand	16.09.14	No	-36.63964499	174.5576518
736	PRJNA323375	SRR3923033	Terrestrial	Forest soil	New Zealand	16.09.14	No	-36.63964499	174.5576518
737	PRJNA323375	SRR3923034	Terrestrial	Forest soil	New Zealand	16.09.14	No	-36.63964499	174.5576518
738	PRJNA323375	SRR3923036	Terrestrial	Forest soil	New Zealand	09.09.13	No	-36.37276144	174.6509507
739	PRJNA323375	SRR3923037	Terrestrial	Forest soil	New Zealand	09.09.13	No	-36.37276144	174.6509507
740	PRJNA323375	SRR3923038	Terrestrial	Forest soil	New Zealand	09.09.13	No	-36.37276144	174.6509507
741	PRJNA323375	SRR3923041	Terrestrial	Forest soil	New Zealand	02.09.14	No	-36.23718088	174.6512882
742	PRJNA323375	SRR3923050	Terrestrial	Forest soil	New Zealand	09.09.13	No	-36.37600894	174.7078362
743	PRJNA323375	SRR3923051	Terrestrial	Forest soil	New Zealand	24.09.14	No	-37.02366232	174.5358379
744	PRJNA323375	SRR3923062	Terrestrial	Forest soil	New Zealand	24.09.14	No	-37.02366232	174.5358379
745	PRJNA323375	SRR3923063	Terrestrial	Forest soil	New Zealand	25.09.14	No	-36.82516324	174.6260427
746	PRJNA323375	SRR3923070	Terrestrial	Forest soil	New Zealand	04.09.13	No	-36.78097601	174.5854741
747	PRJNA323375	SRR3923072	Terrestrial	Forest soil	New Zealand	04.09.13	No	-36.78097601	174.5854741
748	PRJNA323375	SRR3923077	Terrestrial	Forest soil	New Zealand	04.09.13	No	-36.78052943	174.58449
749	PRJNA323375	SRR3923085	Terrestrial	Forest soil	New Zealand	12.09.14	No	-37.18545198	174.8620099
750	PRJNA323375	SRR3923086	Terrestrial	Forest soil	New Zealand	12.09.14	No	-37.07688151	174.884874
751	PRJNA323375	SRR3923103	Terrestrial	Forest soil	New Zealand	21.10.14	No	-37.95927704	175.694112
752	PRJNA323375	SRR3923105	Terrestrial	Forest soil	New Zealand	21.10.14	No	-37.95927704	175.694112
753	PRJNA323375	SRR3923108	Terrestrial	Forest soil	New Zealand	23.10.14	No	-38.26672886	175.9761237
754	PRJNA323375	SRR3923111	Terrestrial	Forest soil	New Zealand	23.10.14	No	-38.26672886	175.9761237
755	PRJNA323375	SRR3923112	Terrestrial	Forest soil	New Zealand	23.10.14	No	-38.26672886	175.9761237
756	PRJNA323375	SRR3923116	Terrestrial	Forest soil	New Zealand	23.10.14	No	-38.26095321	175.9604845
757	PRJNA323375	SRR3923117	Terrestrial	Forest soil	New Zealand	23.10.14	No	-38.26095321	175.9604845
758	PRJNA323375	SRR3923125	Terrestrial	Forest soil	New Zealand	29.10.14	No	-38.1869189	175.9822426
759	PRJNA323375	SRR3923128	Terrestrial	Forest soil	New Zealand	29.10.14	No	-38.1869189	175.9822426
760	PRJNA323375	SRR3923146	Terrestrial	Forest soil	New Zealand	14.10.13	No	-37.28824606	174.9425309
761	PRJNA323375	SRR3923147	Terrestrial	Forest soil	New Zealand	14.10.13	No	-37.28824606	174.9425309
762	PRJNA323375	SRR3923152	Terrestrial	Forest soil	New Zealand	20.10.14	No	-37.90384028	175.5764457
763	PRJNA323375	SRR3923158	Terrestrial	Forest soil	New Zealand	20.10.14	No	-37.94385935	175.549056
764	PRJNA323375	SRR3923160	Terrestrial	Forest soil	New Zealand	20.10.14	No	-37.94385935	175.549056
765	PRJNA323375	SRR3923165	Terrestrial	Forest soil	New Zealand	30.10.14	No	-38.49675662	176.349819
766	PRJNA323375	SRR3923166	Terrestrial	Forest soil	New Zealand	30.10.14	No	-38.49675662	176.349819
767	PRJNA323375	SRR3923169	Terrestrial	Forest soil	New Zealand	20.10.14	No	-37.9428948	175.5486585
768	PRJNA323375	SRR3923173	Terrestrial	Forest soil	New Zealand	06.09.13	No	-37.22257204	174.8696845
769	PRJNA323375	SRR3923177	Terrestrial	Forest soil	New Zealand	30.10.14	No	-38.56394316	176.3166241
770	PRJNA323375	SRR3923184	Terrestrial	Forest soil	New Zealand	06.09.13	No	-37.22257204	174.8696845
771	PRJNA323375	SRR3923186	Terrestrial	Forest soil	New Zealand	05.11.14	No	-38.57567018	176.1745508
772	PRJNA323375	SRR3923234	Terrestrial	Forest soil	New Zealand	06.09.13	No	-37.21885897	174.8438076
773	PRJNA323375	SRR3923238	Terrestrial	Forest soil	New Zealand	2014	No	-37.71003286	174.9165685
774	PRJNA323375	SRR3923240	Terrestrial	Forest soil	New Zealand	2014	No	-37.70320967	174.902169
775	PRJNA323375	SRR3923246	Terrestrial	Forest soil	New Zealand	21.10.14	No	-37.96751552	175.7041902
776	PRJNA323375	SRR3923249	Terrestrial	Forest soil	New Zealand	21.10.14	No	-37.96751552	175.7041902
777	PRJNA323375	SRR3923250	Terrestrial	Forest soil	New Zealand	21.10.14	No	-37.96751552	175.7041902
778	PRJNA323375	SRR3923256	Terrestrial	Forest soil	New Zealand	06.09.13	No	-37.21885897	174.8438076
779	PRJNA323375	SRR3923278	Terrestrial	Forest soil	New Zealand	06.09.13	No	-37.21779503	174.8426773
780	PRJNA323375	SRR3923288	Terrestrial	Forest soil	New Zealand	2014	No	-38.26173899	174.8987376
781	PRJNA323375	SRR3923301	Terrestrial	Forest soil	New Zealand	06.09.13	No	-37.21779503	174.8426773
782	PRJNA323375	SRR3923302	Terrestrial	Forest soil	New Zealand	23.09.13	No	-38.1579314	175.6936277
783	PRJNA323375	SRR3923303	Terrestrial	Forest soil	New Zealand	23.09.13	No	-38.1579314	175.6936277
784	PRJNA323375	SRR3923305	Terrestrial	Forest soil	New Zealand	23.09.13	No	-38.1579314	175.6936277
785	PRJNA323375	SRR3923312	Terrestrial	Forest soil	New Zealand	06.09.13	No	-37.21779503	174.8426773
786	PRJNA323375	SRR3923323	Terrestrial	Forest soil	New Zealand	06.09.13	No	-37.21779503	174.8426773
787	PRJNA323375	SRR3923334	Terrestrial	Forest soil	New Zealand	26.09.13	No	-36.80833635	175.0773177
788	PRJNA323375	SRR3923335	Terrestrial	Forest soil	New Zealand	26.09.13	No	-36.80833635	175.0773177
789	PRJNA323375	SRR3923338	Terrestrial	Forest soil	New Zealand	26.09.13	No	-36.80833635	175.0773177
790	PRJNA323375	SRR3923340	Terrestrial	Forest soil	New Zealand	26.09.13	No	-36.80959828	175.088628
791	PRJNA323375	SRR3923342	Terrestrial	Forest soil	New Zealand	26.09.13	No	-36.80959828	175.088628
792	PRJNA323375	SRR3923346	Terrestrial	Forest soil	New Zealand	12.09.14	No	-37.17822725	174.8692215
793	PRJNA323375	SRR3923347	Terrestrial	Forest soil	New Zealand	12.09.14	No	-37.17822725	174.8692215
794	PRJNA323375	SRR3923351	Terrestrial	Forest soil	New Zealand	26.09.13	No	-36.7983874	175.0323874
795	PRJNA323375	SRR3923352	Terrestrial	Forest soil	New Zealand	26.09.13	No	-36.7983874	175.0323874
796	PRJNA323375	SRR3923353	Terrestrial	Forest soil	New Zealand	26.09.13	No	-36.7983874	175.0323874
797	PRJNA323375	SRR3923361	Terrestrial	Forest soil	New Zealand	02.09.14	No	-36.21532475	174.6160095
798	PRJNA323375	SRR3923366	Terrestrial	Forest soil	New Zealand	20.09.13	No	-37.11012008	174.8460063
799	PRJNA323375	SRR3923373	Terrestrial	Forest soil	New Zealand	03.09.14	No	-36.36713885	174.2913902
800	PRJNA323375	SRR3923376	Terrestrial	Forest soil	New Zealand	03.09.14	No	-36.36713885	174.2913902
801	PRJNA323375	SRR3923383	Terrestrial	Forest soil	New Zealand	13.09.13	No	-37.089784	174.8731892
802	PRJNA323375	SRR3923384	Terrestrial	Forest soil	New Zealand	13.09.13	No	-37.089784	174.8731892
803	PRJNA323375	SRR3923478	Terrestrial	Forest soil	New Zealand	14.10.13	No	-37.28625858	174.9428182
804	PRJNA323375	SRR3923479	Terrestrial	Forest soil	New Zealand	14.10.13	No	-37.28625858	174.9428182
805	PRJNA323375	SRR3923482	Terrestrial	Forest soil	New Zealand	10.10.13	No	-37.28439707	174.8829103
806	PRJNA323375	SRR3923503	Terrestrial	Forest soil	New Zealand	21.10.14	No	-37.9597237	175.6954599
807	PRJNA323375	SRR3923520	Terrestrial	Forest soil	New Zealand	08.10.13	No	-37.30454057	174.9934725
808	PRJNA326663	SRR3714426	Freshwater	Lake water	Austria	23.08.14	No	47.229469	11.014037
809	PRJNA326663	SRR3714437	Freshwater	Lake water	Austria	24.08.14	No	47.229469	11.014037
810	PRJNA326663	SRR3714446	Freshwater	Lake water	Austria	26.08.14	No	47.229469	11.014037
811	PRJNA326663	SRR3714447	Freshwater	Lake water	Austria	26.08.14	No	47.229469	11.014037
812	PRJNA326663	SRR3714461	Freshwater	Lake water	Finland	12.07.14	No	69.052604	20.865583
813	PRJNA326663	SRR3714462	Freshwater	Lake water	Finland	12.07.14	No	69.052604	20.865583
814	PRJNA326663	SRR3714469	Freshwater	Lake water	Finland	12.07.14	No	69.052604	20.865583
815	PRJNA326663	SRR3714470	Freshwater	Lake water	Finland	12.07.14	No	69.052604	20.865583
816	PRJNA326663	SRR3714490	Freshwater	Lake water	Finland	15.07.14	No	69.052604	20.865583
817	PRJNA338717	SRR4038310	Terrestrial	Grassland soil	New Zealand	30.01.14	No	-44.85	168.95
818	PRJNA338717	SRR4038311	Terrestrial	Grassland soil	New Zealand	30.01.14	No	-44.85	168.95
819	PRJNA338717	SRR4038312	Terrestrial	Grassland soil	New Zealand	30.01.14	No	-44.85	168.95
820	PRJNA338717	SRR4038313	Terrestrial	Grassland soil	New Zealand	30.01.14	No	-44.85	168.95
821	PRJNA338717	SRR4038314	Terrestrial	Grassland soil	New Zealand	30.01.14	No	-44.85	168.95
822	PRJNA338717	SRR4038315	Terrestrial	Grassland soil	New Zealand	30.01.14	No	-44.85	168.95
823	PRJNA338717	SRR4038316	Terrestrial	Grassland soil	New Zealand	30.01.14	No	-44.85	168.95
824	PRJNA338717	SRR4038317	Terrestrial	Grassland soil	New Zealand	30.01.14	No	-44.85	168.95
825	PRJNA338717	SRR4038318	Terrestrial	Grassland soil	New Zealand	30.01.14	No	-44.85	168.95
